s,C
Time,"CENTER_TEMP"
 4.1765242E+001, 6.8207863E+002
 4.1830644E+001, 3.9145618E+002
 4.1891673E+001, 2.4326813E+002
 4.1940495E+001, 2.5833390E+002
 4.2006406E+001, 3.9527232E+002
 4.2064139E+001, 5.3083747E+002
 4.2123215E+001, 7.3950342E+002
 4.2182291E+001, 7.6536240E+002
 4.2241366E+001, 7.3446362E+002
 4.2307221E+001, 7.3574708E+002
 4.2373075E+001, 6.3647348E+002
 4.2425759E+001, 7.0486303E+002
 4.2491613E+001, 6.1745956E+002
 4.2544296E+001, 4.2867657E+002
 4.2600931E+001, 2.6387080E+002
 4.2673371E+001, 2.1033904E+002
 4.2731323E+001, 2.4138374E+002
 4.2789275E+001, 2.9128448E+002
 4.2844797E+001, 3.5176396E+002
 4.2907500E+001, 4.5727672E+002
 4.2969374E+001, 6.7442265E+002
 4.3030642E+001, 8.2398790E+002
 4.3082484E+001, 7.9330119E+002
 4.3147286E+001, 6.0428726E+002
 4.3200424E+001, 4.4324333E+002
 4.3271706E+001, 4.7941995E+002
 4.3328732E+001, 4.8525108E+002
 4.3390035E+001, 4.0771816E+002
 4.3452764E+001, 4.2419937E+002
 4.3506038E+001, 6.3051384E+002
 4.3567279E+001, 7.9132553E+002
 4.3630776E+001, 8.1195152E+002
 4.3686126E+001, 7.6727216E+002
 4.3744112E+001, 6.1541966E+002
 4.3808976E+001, 4.6886301E+002
 4.3860867E+001, 3.3639756E+002
 4.3925730E+001, 3.7879032E+002
 4.3990594E+001, 4.2921149E+002
 4.4042485E+001, 4.4471111E+002
 4.4113835E+001, 5.4907217E+002
 4.4170916E+001, 6.8236250E+002
 4.4229423E+001, 7.7522422E+002
 4.4292211E+001, 8.0690538E+002
 4.4349561E+001, 7.7439087E+002
 4.4401473E+001, 5.9001171E+002
 4.4467368E+001, 4.9913612E+002
 4.4534094E+001, 3.3212301E+002
 4.4590554E+001, 2.1333869E+002
 4.4647014E+001, 2.0856400E+002
 4.4709128E+001, 2.5699651E+002
 4.4763788E+001, 5.5943506E+002
 4.4822547E+001, 4.3715026E+002
 4.4882673E+001, 3.4839520E+002
 4.4942799E+001, 3.5104127E+002
 4.5002925E+001, 3.9236083E+002
 4.5063050E+001, 4.7327493E+002
 4.5123176E+001, 5.9818919E+002
 4.5183302E+001, 7.0421988E+002
 4.5241895E+001, 7.9739362E+002
 4.5313440E+001, 7.7245296E+002
 4.5372835E+001, 5.0855986E+002
 4.5432230E+001, 3.6616108E+002
 4.5491625E+001, 4.2741774E+002
 4.5551021E+001, 4.5332731E+002
 4.5610416E+001, 6.3172578E+002
 4.5669811E+001, 6.7005530E+002
 4.5729206E+001, 3.7456828E+002
 4.5788602E+001, 2.1808309E+002
 4.5847997E+001, 2.8951105E+002
 4.5907392E+001, 3.2541439E+002
 4.5966787E+001, 3.3318851E+002
 4.6026183E+001, 4.7931556E+002
 4.6085578E+001, 7.4365107E+002
 4.6144973E+001, 7.1043257E+002
 4.6204368E+001, 7.5120023E+002
 4.6263763E+001, 8.2009715E+002
 4.6323159E+001, 8.1489080E+002
 4.6389869E+001, 8.1776005E+002
 4.6443237E+001, 8.2540608E+002
 4.6509947E+001, 7.4443075E+002
 4.6563315E+001, 6.8364992E+002
 4.6630025E+001, 6.7441187E+002
 4.6683393E+001, 6.0366766E+002
 4.6740764E+001, 5.9558600E+002
 4.6814145E+001, 6.0038360E+002
 4.6872850E+001, 7.1574727E+002
 4.6934490E+001, 8.0308560E+002
 4.6982921E+001, 8.2201135E+002
 4.7043829E+001, 8.0783969E+002
 4.7101068E+001, 7.5908911E+002
 4.7167943E+001, 6.6423990E+002
 4.7232596E+001, 6.9908332E+002
 4.7286440E+001, 7.7173480E+002
 4.7341108E+001, 7.9798869E+002
 4.7412697E+001, 7.9734495E+002
 4.7469968E+001, 6.3479735E+002
 4.7527239E+001, 5.9369473E+002
 4.7584510E+001, 7.7877154E+002
 4.7641782E+001, 8.3088843E+002
 4.7713371E+001, 7.8200157E+002
 4.7770642E+001, 5.1115343E+002
 4.7827913E+001, 2.7198457E+002
 4.7885184E+001, 2.0547442E+002
 4.7942456E+001, 2.7738164E+002
 4.8014045E+001, 5.1407143E+002
 4.8071316E+001, 6.4511958E+002
 4.8129475E+001, 7.9845590E+002
 4.8187325E+001, 8.3428180E+002
 4.8247930E+001, 8.3290581E+002
 4.8308535E+001, 8.3538787E+002
 4.8366987E+001, 6.8578309E+002
 4.8431975E+001, 2.9122295E+002
 4.8483966E+001, 1.8096876E+002
 4.8548955E+001, 2.1359593E+002
 4.8602246E+001, 3.4503252E+002
 4.8673733E+001, 6.9933978E+002
 4.8733783E+001, 6.5911941E+002
 4.8780965E+001, 6.0407574E+002
 4.8840233E+001, 7.6899708E+002
 4.8909769E+001, 5.0223972E+002
 4.8965397E+001, 3.0967629E+002
 4.9021025E+001, 4.9365900E+002
 4.9090561E+001, 5.7991493E+002
 4.9146189E+001, 7.2177197E+002
 4.9201817E+001, 6.7288688E+002
 4.9261618E+001, 5.0238718E+002
 4.9322809E+001, 4.3044777E+002
 4.9384000E+001, 4.6738949E+002
 4.9445191E+001, 5.1570025E+002
 4.9506382E+001, 5.2344059E+002
 4.9567573E+001, 5.9616119E+002
 4.9628764E+001, 7.2537404E+002
 4.9689955E+001, 6.5834377E+002
 4.9751147E+001, 5.6766393E+002
 4.9812338E+001, 6.8228652E+002
 4.9873529E+001, 6.5603557E+002
 4.9934720E+001, 5.2691379E+002
 4.9980613E+001, 5.2954769E+002
 5.0041804E+001, 7.2394425E+002
 5.0102995E+001, 7.9987914E+002
 5.0164187E+001, 7.3783231E+002
 5.0225378E+001, 6.2597101E+002
 5.0286569E+001, 6.6256275E+002
 5.0347760E+001, 7.3141309E+002
 5.0408951E+001, 5.9656056E+002
 5.0463141E+001, 4.9484225E+002
 5.0530879E+001, 5.3640882E+002
 5.0585069E+001, 4.9074776E+002
 5.0646304E+001, 4.0806358E+002
 5.0711874E+001, 5.8953542E+002
 5.0761051E+001, 7.3669766E+002
 5.0826621E+001, 6.8667723E+002
 5.0892191E+001, 8.0649746E+002
 5.0948028E+001, 7.9862939E+002
 5.1000619E+001, 5.5963937E+002
 5.1066358E+001, 5.5467000E+002
 5.1132098E+001, 6.6063265E+002
 5.1188634E+001, 5.5251940E+002
 5.1246484E+001, 6.9947693E+002
 5.1304335E+001, 7.3718752E+002
 5.1362185E+001, 6.8601631E+002
 5.1422929E+001, 6.3933909E+002
 5.1486564E+001, 6.3200212E+002
 5.1542013E+001, 7.3360415E+002
 5.1611867E+001, 8.0463862E+002
 5.1669859E+001, 7.6580760E+002
 5.1727851E+001, 5.7860371E+002
 5.1785843E+001, 3.3380182E+002
 5.1843835E+001, 2.0775483E+002
 5.1901827E+001, 2.5174492E+002
 5.1974317E+001, 3.0265609E+002
 5.2035208E+001, 2.4633969E+002
 5.2083051E+001, 2.6013394E+002
 5.2146842E+001, 4.2570096E+002
 5.2210634E+001, 6.9559087E+002
 5.2274425E+001, 7.5280802E+002
 5.2322268E+001, 7.2227564E+002
 5.2381980E+001, 7.0177444E+002
 5.2451522E+001, 8.2929442E+002
 5.2507155E+001, 8.5703872E+002
 5.2562788E+001, 8.4291871E+002
 5.2632330E+001, 8.9458577E+002
 5.2682003E+001, 8.0027440E+002
 5.2744093E+001, 3.8790592E+002
 5.2806184E+001, 3.2021521E+002
 5.2872000E+001, 4.4848249E+002
 5.2932104E+001, 4.2574578E+002
 5.2992208E+001, 4.3787002E+002
 5.3055317E+001, 6.7373137E+002
 5.3104902E+001, 7.7472572E+002
 5.3169142E+001, 7.9746352E+002
 5.3227757E+001, 7.8940143E+002
 5.3282330E+001, 8.5107757E+002
 5.3348019E+001, 8.4868198E+002
 5.3403601E+001, 7.9361555E+002
 5.3470925E+001, 7.3542128E+002
 5.3531981E+001, 6.9578127E+002
 5.3583643E+001, 5.6560771E+002
 5.3648220E+001, 4.1596651E+002
 5.3714090E+001, 2.9633553E+002
 5.3770918E+001, 2.4488524E+002
 5.3832008E+001, 3.3998391E+002
 5.3889139E+001, 6.4498422E+002
 5.3948626E+001, 7.5167021E+002
 5.4009497E+001, 7.9828921E+002
 5.4070368E+001, 7.7258217E+002
 5.4124650E+001, 6.3959358E+002
 5.4192504E+001, 5.1077109E+002
 5.4246787E+001, 4.2626011E+002
 5.4301070E+001, 4.5614235E+002
 5.4368923E+001, 4.3622843E+002
 5.4427277E+001, 5.0304790E+002
 5.4486988E+001, 7.0303783E+002
 5.4546699E+001, 6.7006009E+002
 5.4606410E+001, 5.5901525E+002
 5.4666121E+001, 4.8408059E+002
 5.4733701E+001, 4.4271683E+002
 5.4790206E+001, 5.1071083E+002
 5.4846710E+001, 4.8679022E+002
 5.4903215E+001, 4.1417553E+002
 5.4973846E+001, 5.6235062E+002
 5.5030350E+001, 7.2004115E+002
 5.5086855E+001, 7.7753119E+002
 5.5143360E+001, 7.1321121E+002
 5.5213990E+001, 7.0266148E+002
 5.5270495E+001, 7.6161857E+002
 5.5326999E+001, 7.3579829E+002
 5.5383504E+001, 5.8004776E+002
 5.5440009E+001, 5.8131606E+002
 5.5510639E+001, 7.3562208E+002
 5.5572794E+001, 7.6540350E+002
 5.5634949E+001, 7.2259947E+002
 5.5681566E+001, 7.7312497E+002
 5.5741908E+001, 8.3555727E+002
 5.5810540E+001, 6.8684761E+002
 5.5865446E+001, 4.6499274E+002
 5.5920352E+001, 3.6965812E+002
 5.5988984E+001, 2.8129002E+002
 5.6043890E+001, 2.3166027E+002
 5.6104286E+001, 3.2853414E+002
 5.6164682E+001, 5.2994917E+002
 5.6225078E+001, 6.6440482E+002
 5.6288494E+001, 7.7782696E+002
 5.6350433E+001, 6.9446517E+002
 5.6407876E+001, 4.6919283E+002
 5.6465319E+001, 2.7935542E+002
 5.6522761E+001, 2.1385915E+002
 5.6580204E+001, 2.9621761E+002
 5.6652007E+001, 3.7032368E+002
 5.6709450E+001, 4.1372643E+002
 5.6766892E+001, 6.0846450E+002
 5.6828643E+001, 7.7913326E+002
 5.6891830E+001, 7.9114824E+002
 5.6955017E+001, 7.6424455E+002
 5.7002407E+001, 7.2683491E+002
 5.7073285E+001, 6.5662878E+002
 5.7129987E+001, 5.9314950E+002
 5.7186690E+001, 6.0634739E+002
 5.7251101E+001, 6.9019706E+002
 5.7305602E+001, 7.7907903E+002
 5.7360103E+001, 8.0977996E+002
 5.7428230E+001, 7.5372398E+002
 5.7482731E+001, 4.6607506E+002
 5.7550858E+001, 2.9721066E+002
 5.7605359E+001, 3.4971231E+002
 5.7665310E+001, 4.6220417E+002
 5.7731262E+001, 5.5484510E+002
 5.7787980E+001, 7.8694630E+002
 5.7846017E+001, 8.2340457E+002
 5.7910478E+001, 8.2789459E+002
 5.7962047E+001, 8.3100810E+002
 5.8026509E+001, 7.4110430E+002
 5.8081945E+001, 5.8231218E+002
 5.8152852E+001, 4.1194943E+002
 5.8209578E+001, 2.9437183E+002
 5.8266304E+001, 3.3477515E+002
 5.8323030E+001, 4.9227164E+002
 5.8387776E+001, 7.2574578E+002
 5.8449628E+001, 7.9062063E+002
 5.8509794E+001, 7.9679878E+002
 5.8574362E+001, 7.9536518E+002
 5.8622788E+001, 7.9955979E+002
 5.8687356E+001, 8.2924624E+002
 5.8751924E+001, 8.2319215E+002
 5.8807861E+001, 8.3066615E+002
 5.8863798E+001, 8.5215250E+002
 5.8933719E+001, 8.0893275E+002
 5.8989656E+001, 7.9703314E+002
 5.9045593E+001, 7.8783663E+002
 5.9108173E+001, 6.5662698E+002
 5.9170753E+001, 4.3761035E+002
 5.9223321E+001, 3.5743563E+002
 5.9282521E+001, 4.2276436E+002
 5.9343099E+001, 5.1404724E+002
 5.9411720E+001, 5.7493544E+002
 5.9462828E+001, 4.0123472E+002
 5.9526715E+001, 2.1800160E+002
 5.9582934E+001, 1.2777928E+002
 5.9653209E+001, 1.4234552E+002
 5.9715051E+001, 1.6508342E+002
 5.9761432E+001, 2.1808909E+002
 5.9823274E+001, 2.6159242E+002
 5.9885116E+001, 3.0307731E+002
 5.9946957E+001, 2.8580175E+002
 6.0000000E+001, 2.6578501E+002
