Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,CHEM,Total T_USED (s)
    0, 1.568E-01, 4.769E+00, 2.292E+00, 5.045E+00, 6.841E-01, 5.963E-01, 1.951E+00, 2.087E-03, 2.811E+00, 3.021E+00, 4.766E-03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.133E+01
