s,C
Time,"T air 1"
 4.1762591E+001, 3.6602868E+002
 4.1834168E+001, 3.6397446E+002
 4.1891431E+001, 3.6436217E+002
 4.1948693E+001, 3.6264495E+002
 4.2005955E+001, 3.4670787E+002
 4.2063217E+001, 3.2955352E+002
 4.2120480E+001, 3.3063323E+002
 4.2192057E+001, 3.3532433E+002
 4.2249320E+001, 3.3776201E+002
 4.2306582E+001, 3.3750612E+002
 4.2363844E+001, 3.3733152E+002
 4.2421106E+001, 3.3509944E+002
 4.2484725E+001, 3.2900303E+002
 4.2545757E+001, 3.2466595E+002
 4.2606336E+001, 3.2337676E+002
 4.2668445E+001, 3.2858734E+002
 4.2721421E+001, 3.8597306E+002
 4.2789181E+001, 4.2055936E+002
 4.2844745E+001, 3.9984462E+002
 4.2904373E+001, 3.8276447E+002
 4.2964002E+001, 3.6648013E+002
 4.3023631E+001, 3.5667572E+002
 4.3083260E+001, 3.5805608E+002
 4.3142889E+001, 3.6282631E+002
 4.3200978E+001, 3.4806925E+002
 4.3267814E+001, 3.2890471E+002
 4.3321284E+001, 3.2218326E+002
 4.3388121E+001, 3.1863255E+002
 4.3441590E+001, 3.1236001E+002
 4.3508427E+001, 3.0753469E+002
 4.3565907E+001, 3.0579879E+002
 4.3624724E+001, 3.2825220E+002
 4.3683540E+001, 3.4732791E+002
 4.3742356E+001, 3.4078461E+002
 4.3801173E+001, 3.3622293E+002
 4.3874694E+001, 3.4123382E+002
 4.3933510E+001, 3.3986741E+002
 4.3985548E+001, 3.3355755E+002
 4.4045239E+001, 3.3357861E+002
 4.4103603E+001, 3.3534331E+002
 4.4171508E+001, 3.3596967E+002
 4.4225832E+001, 3.3443879E+002
 4.4280156E+001, 3.3223434E+002
 4.4348060E+001, 3.3000307E+002
 4.4402384E+001, 3.2982802E+002
 4.4468627E+001, 3.3155546E+002
 4.4528222E+001, 3.3220126E+002
 4.4580665E+001, 3.2969841E+002
 4.4646220E+001, 3.2531154E+002
 4.4711774E+001, 3.2403533E+002
 4.4764217E+001, 3.2899517E+002
 4.4833705E+001, 3.4059123E+002
 4.4891393E+001, 3.4250382E+002
 4.4949081E+001, 3.4048545E+002
 4.5006768E+001, 3.4101085E+002
 4.5064456E+001, 3.4387713E+002
 4.5120664E+001, 3.4123031E+002
 4.5185374E+001, 3.3630151E+002
 4.5250085E+001, 3.3907548E+002
 4.5305735E+001, 3.4469027E+002
 4.5362680E+001, 3.4668936E+002
 4.5433862E+001, 3.4517032E+002
 4.5490807E+001, 3.4651393E+002
 4.5547752E+001, 3.6512004E+002
 4.5604697E+001, 3.6390900E+002
 4.5664489E+001, 3.5519759E+002
 4.5727129E+001, 3.5370502E+002
 4.5789768E+001, 3.5454685E+002
 4.5852408E+001, 3.5544576E+002
 4.5915047E+001, 3.6397069E+002
 4.5962027E+001, 3.6870171E+002
 4.6029421E+001, 3.5853174E+002
 4.6082771E+001, 3.5046453E+002
 4.6144024E+001, 3.3552738E+002
 4.6202220E+001, 3.4023420E+002
 4.6272637E+001, 4.1149390E+002
 4.6330014E+001, 4.3171319E+002
 4.6387391E+001, 4.3477747E+002
 4.6444769E+001, 4.3055849E+002
 4.6509392E+001, 4.1656743E+002
 4.6564699E+001, 4.0315881E+002
 4.6620005E+001, 3.9395389E+002
 4.6694670E+001, 3.8184702E+002
 4.6740298E+001, 3.6668531E+002
 4.6801135E+001, 3.5444269E+002
 4.6868428E+001, 3.4330696E+002
 4.6925719E+001, 3.3302723E+002
 4.6983011E+001, 3.2583217E+002
 4.7040302E+001, 3.2018651E+002
 4.7111917E+001, 3.1599034E+002
 4.7169208E+001, 3.1458924E+002
 4.7226500E+001, 3.1560273E+002
 4.7283791E+001, 3.1716185E+002
 4.7341083E+001, 3.1867641E+002
 4.7412697E+001, 3.2125990E+002
 4.7469989E+001, 3.3127951E+002
 4.7524356E+001, 3.6265247E+002
 4.7588659E+001, 3.8065565E+002
 4.7640102E+001, 3.6509564E+002
 4.7706977E+001, 3.4619373E+002
 4.7763564E+001, 3.3539385E+002
 4.7820151E+001, 3.3293776E+002
 4.7890885E+001, 3.3565865E+002
 4.7947472E+001, 3.2488836E+002
 4.8004059E+001, 3.0629812E+002
 4.8064890E+001, 2.9936637E+002
 4.8127135E+001, 3.1874323E+002
 4.8186133E+001, 3.4602832E+002
 4.8249991E+001, 3.5198272E+002
 4.8312392E+001, 3.5103457E+002
 4.8363561E+001, 3.4667804E+002
 4.8432202E+001, 3.3335891E+002
 4.8487115E+001, 3.2369828E+002
 4.8542028E+001, 3.2863200E+002
 4.8610669E+001, 3.4281861E+002
 4.8665582E+001, 3.5705527E+002
 4.8723241E+001, 3.6992266E+002
 4.8783645E+001, 3.8478102E+002
 4.8844049E+001, 3.9546462E+002
 4.8901005E+001, 3.8993730E+002
 4.8964804E+001, 3.6820412E+002
 4.9031315E+001, 3.5472874E+002
 4.9088595E+001, 3.6156525E+002
 4.9145875E+001, 3.6532323E+002
 4.9203155E+001, 3.5289343E+002
 4.9260435E+001, 3.3973391E+002
 4.9332035E+001, 3.3677006E+002
 4.9389315E+001, 3.3293106E+002
 4.9451086E+001, 3.2286217E+002
 4.9502790E+001, 3.1506316E+002
 4.9566960E+001, 3.1102850E+002
 4.9623429E+001, 3.3299132E+002
 4.9689129E+001, 3.7865623E+002
 4.9741689E+001, 3.8736255E+002
 4.9807389E+001, 3.7714439E+002
 4.9873088E+001, 3.7076991E+002
 4.9930066E+001, 3.7525105E+002
 4.9986842E+001, 3.7942740E+002
 5.0046321E+001, 3.8054394E+002
 5.0105801E+001, 3.6722288E+002
 5.0165281E+001, 3.5410521E+002
 5.0224761E+001, 3.4662580E+002
 5.0290925E+001, 3.3363208E+002
 5.0343857E+001, 3.2067885E+002
 5.0410021E+001, 3.6872540E+002
 5.0462953E+001, 4.5540541E+002
 5.0529117E+001, 4.6556959E+002
 5.0582049E+001, 4.6775506E+002
 5.0648213E+001, 4.4270032E+002
 5.0701144E+001, 4.0197497E+002
 5.0767309E+001, 3.7857751E+002
 5.0825534E+001, 3.5552352E+002
 5.0883758E+001, 3.3905103E+002
 5.0941983E+001, 3.3083938E+002
 5.1000208E+001, 3.2964089E+002
 5.1075900E+001, 3.2390595E+002
 5.1123935E+001, 3.0967489E+002
 5.1187982E+001, 2.9454386E+002
 5.1252029E+001, 2.8427046E+002
 5.1300065E+001, 2.8253283E+002
 5.1364112E+001, 2.8523584E+002
 5.1421262E+001, 2.8922308E+002
 5.1492700E+001, 2.9167040E+002
 5.1552707E+001, 2.9401760E+002
 5.1615572E+001, 2.9656705E+002
 5.1661115E+001, 3.0062328E+002
 5.1731668E+001, 3.1823572E+002
 5.1786072E+001, 3.7555021E+002
 5.1846965E+001, 4.2306564E+002
 5.1900972E+001, 4.3014881E+002
 5.1971695E+001, 4.2374356E+002
 5.2028274E+001, 3.7935189E+002
 5.2084853E+001, 3.2065843E+002
 5.2141432E+001, 2.9512976E+002
 5.2212155E+001, 2.8924256E+002
 5.2268734E+001, 2.8927043E+002
 5.2325312E+001, 2.8985825E+002
 5.2381891E+001, 2.8769007E+002
 5.2452615E+001, 2.8635462E+002
 5.2509193E+001, 3.1468820E+002
 5.2572054E+001, 3.4994862E+002
 5.2620771E+001, 3.5331215E+002
 5.2681666E+001, 3.4041206E+002
 5.2744998E+001, 3.4848489E+002
 5.2811983E+001, 3.6737884E+002
 5.2865571E+001, 3.8666606E+002
 5.2932556E+001, 3.6878483E+002
 5.2983160E+001, 3.3644956E+002
 5.3042687E+001, 3.1099467E+002
 5.3105785E+001, 2.9643557E+002
 5.3167007E+001, 2.9384232E+002
 5.3222810E+001, 3.0037997E+002
 5.3292563E+001, 3.1731924E+002
 5.3348366E+001, 3.3291760E+002
 5.3404169E+001, 3.4242087E+002
 5.3473923E+001, 3.3473857E+002
 5.3529726E+001, 3.4676127E+002
 5.3585529E+001, 3.6603201E+002
 5.3649190E+001, 3.6473326E+002
 5.3709981E+001, 3.5078505E+002
 5.3762428E+001, 3.3512400E+002
 5.3827987E+001, 3.2953382E+002
 5.3880435E+001, 3.3872734E+002
 5.3950966E+001, 3.5943335E+002
 5.4010918E+001, 3.5965273E+002
 5.4062641E+001, 3.5732007E+002
 5.4132467E+001, 3.5165015E+002
 5.4189362E+001, 3.3297085E+002
 5.4246257E+001, 3.0654227E+002
 5.4311279E+001, 2.8987418E+002
 5.4363346E+001, 2.9541714E+002
 5.4433193E+001, 3.2065327E+002
 5.4489070E+001, 3.2825454E+002
 5.4544947E+001, 3.2346747E+002
 5.4600825E+001, 3.2809670E+002
 5.4666045E+001, 3.2545774E+002
 5.4728181E+001, 3.2130720E+002
 5.4790317E+001, 3.2127859E+002
 5.4844997E+001, 3.2764136E+002
 5.4913347E+001, 3.2904713E+002
 5.4968027E+001, 3.2127374E+002
 5.5022707E+001, 3.1445972E+002
 5.5091057E+001, 3.1059594E+002
 5.5145736E+001, 3.1036957E+002
 5.5200416E+001, 3.1004346E+002
 5.5268766E+001, 3.0724687E+002
 5.5323446E+001, 3.0246852E+002
 5.5391796E+001, 2.9421594E+002
 5.5446475E+001, 2.8974155E+002
 5.5501155E+001, 2.8969873E+002
 5.5569505E+001, 2.9093573E+002
 5.5624185E+001, 2.9435215E+002
 5.5684333E+001, 3.0469151E+002
 5.5744481E+001, 3.1474086E+002
 5.5804628E+001, 3.1366228E+002
 5.5864776E+001, 3.1127215E+002
 5.5924924E+001, 3.0838260E+002
 5.5985072E+001, 3.0170108E+002
 5.6045220E+001, 2.9646152E+002
 5.6105367E+001, 2.9788377E+002
 5.6165515E+001, 3.0347679E+002
 5.6227498E+001, 3.0878086E+002
 5.6280680E+001, 3.1293545E+002
 5.6350029E+001, 3.1775475E+002
 5.6404083E+001, 3.1717750E+002
 5.6460711E+001, 3.1204130E+002
 5.6531495E+001, 3.0887788E+002
 5.6588123E+001, 3.0981251E+002
 5.6644751E+001, 3.2178518E+002
 5.6701379E+001, 3.3289405E+002
 5.6762145E+001, 3.2594948E+002
 5.6832235E+001, 3.5952746E+002
 5.6883075E+001, 3.8571283E+002
 5.6946625E+001, 3.7407957E+002
 5.7010176E+001, 3.5017673E+002
 5.7061016E+001, 3.3982680E+002
 5.7127109E+001, 3.4336607E+002
 5.7183033E+001, 3.3641043E+002
 5.7252939E+001, 3.3266928E+002
 5.7313057E+001, 3.4213824E+002
 5.7374574E+001, 3.7733643E+002
 5.7428346E+001, 3.9276475E+002
 5.7483376E+001, 3.8492153E+002
 5.7553764E+001, 3.7572954E+002
 5.7610073E+001, 3.7708230E+002
 5.7666383E+001, 3.8321059E+002
 5.7722693E+001, 4.0981566E+002
 5.7793080E+001, 4.5819915E+002
 5.7849389E+001, 4.5714118E+002
 5.7905699E+001, 4.0261050E+002
 5.7968194E+001, 3.6843074E+002
 5.8023189E+001, 3.5950263E+002
 5.8091933E+001, 3.4555323E+002
 5.8146928E+001, 3.1982778E+002
 5.8201924E+001, 3.0852203E+002
 5.8270668E+001, 3.0835298E+002
 5.8325663E+001, 3.0943257E+002
 5.8380659E+001, 3.1176674E+002
 5.8449403E+001, 3.1974309E+002
 5.8504398E+001, 3.3455375E+002
 5.8573142E+001, 3.4913054E+002
 5.8628137E+001, 3.6010521E+002
 5.8687257E+001, 3.6426653E+002
 5.8747752E+001, 3.8022890E+002
 5.8808247E+001, 3.8544625E+002
 5.8866751E+001, 3.4707039E+002
 5.8932416E+001, 3.1218855E+002
 5.8984947E+001, 3.0233941E+002
 5.9050612E+001, 2.9635321E+002
 5.9103143E+001, 2.9051795E+002
 5.9168808E+001, 2.8638188E+002
 5.9221339E+001, 3.0391659E+002
 5.9287004E+001, 3.3711725E+002
 5.9353982E+001, 3.3859947E+002
 5.9408592E+001, 3.2944491E+002
 5.9460028E+001, 3.2260261E+002
 5.9524323E+001, 3.1754301E+002
 5.9588619E+001, 3.1504650E+002
 5.9640055E+001, 3.1543691E+002
 5.9704350E+001, 3.1644077E+002
 5.9768645E+001, 3.1697291E+002
 5.9820081E+001, 3.1607252E+002
 5.9889520E+001, 3.1294054E+002
 5.9946100E+001, 3.1229086E+002
 6.0000000E+001, 3.2748097E+002
