s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS
 3.1448347E+001, 7.5560448E+002, 0.0000000E+000,-2.5723737E+002,-3.8674625E+002,-8.7656742E+001,-4.7774665E-002, 0.0000000E+000, 0.0000000E+000, 2.4886472E+001, 2.3916353E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.1509300E+001, 7.5602726E+002, 0.0000000E+000,-2.6491068E+002,-3.8821373E+002,-8.7690239E+001,-4.7762740E-002, 0.0000000E+000, 0.0000000E+000, 2.2694002E+001, 1.5164848E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.1570253E+001, 7.4967355E+002, 0.0000000E+000,-2.6583457E+002,-3.8767659E+002,-8.7325274E+001,-4.7809131E-002, 0.0000000E+000, 0.0000000E+000, 1.3855253E+001, 8.7893118E+000, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.1628109E+001, 7.5617818E+002, 0.0000000E+000,-2.6411722E+002,-3.8778124E+002,-8.7172335E+001,-4.7902622E-002, 0.0000000E+000, 0.0000000E+000, 1.8173777E+001, 1.7059478E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.1682865E+001, 7.6161695E+002, 0.0000000E+000,-2.6918567E+002,-3.8828930E+002,-8.6928805E+001,-4.7829849E-002, 0.0000000E+000, 0.0000000E+000, 2.3012854E+001, 1.7165356E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.1743097E+001, 7.3837458E+002, 0.0000000E+000,-2.7319892E+002,-3.8519428E+002,-8.6236787E+001,-4.7844804E-002, 0.0000000E+000, 0.0000000E+000, 2.3107462E+000,-6.3032570E+000, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.1803331E+001, 7.3190851E+002, 0.0000000E+000,-2.7195876E+002,-3.7964117E+002,-8.5442727E+001,-4.7676849E-002, 0.0000000E+000, 0.0000000E+000,-3.0650341E+000,-5.1818276E+000, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.1863564E+001, 7.3152431E+002, 0.0000000E+000,-2.6667998E+002,-3.7482617E+002,-8.4967618E+001,-4.7543553E-002, 0.0000000E+000, 0.0000000E+000, 7.1318284E+000, 5.0030000E+000, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.1923796E+001, 7.2375096E+002, 0.0000000E+000,-2.5993580E+002,-3.7453534E+002,-8.5593393E+001,-4.7414174E-002, 0.0000000E+000, 0.0000000E+000, 8.1384166E+000, 3.6390145E+000, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.1984028E+001, 7.2890080E+002, 0.0000000E+000,-2.5587786E+002,-3.7763697E+002,-8.6269804E+001,-4.7395126E-002, 0.0000000E+000, 0.0000000E+000, 1.0360639E+001, 9.0687622E+000, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.2044262E+001, 7.3464908E+002, 0.0000000E+000,-2.5892884E+002,-3.8252956E+002,-8.6279485E+001,-4.7586969E-002, 0.0000000E+000, 0.0000000E+000, 1.2556226E+001, 6.8636065E+000, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.2104496E+001, 7.3529406E+002, 0.0000000E+000,-2.6406387E+002,-3.8682931E+002,-8.6422231E+001,-4.7720075E-002, 0.0000000E+000, 0.0000000E+000, 3.6040594E+000,-2.0690766E+000, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.2164726E+001, 7.3975169E+002, 0.0000000E+000,-2.6770872E+002,-3.8705479E+002,-8.7044884E+001,-4.7737053E-002, 0.0000000E+000, 0.0000000E+000, 8.4979052E-001,-2.1044375E+000, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.2227970E+001, 7.4687628E+002, 0.0000000E+000,-2.7462918E+002,-3.8135004E+002,-8.7495513E+001,-4.7696640E-002, 0.0000000E+000, 0.0000000E+000, 6.5440075E+000, 3.3538508E+000, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.2294228E+001, 7.5738978E+002, 0.0000000E+000,-2.8094765E+002,-3.7397293E+002,-8.8003636E+001,-4.7763670E-002, 0.0000000E+000, 0.0000000E+000, 1.6022093E+001, 1.4417802E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.2354492E+001, 7.6192182E+002, 0.0000000E+000,-2.8151321E+002,-3.7006046E+002,-8.8407710E+001,-4.7659354E-002, 0.0000000E+000, 0.0000000E+000, 2.4933488E+001, 2.1892784E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.2412762E+001, 7.6118142E+002, 0.0000000E+000,-2.7660711E+002,-3.6765810E+002,-8.9299904E+001,-4.7425126E-002, 0.0000000E+000, 0.0000000E+000, 3.3310762E+001, 2.7568882E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.2471027E+001, 7.4190403E+002, 0.0000000E+000,-2.6866614E+002,-3.6402765E+002,-8.9024226E+001,-4.7503601E-002, 0.0000000E+000, 0.0000000E+000, 2.5770959E+001, 2.0138516E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.2524864E+001, 7.3300455E+002, 0.0000000E+000,-2.6454510E+002,-3.5959431E+002,-8.8342530E+001,-4.7354858E-002, 0.0000000E+000, 0.0000000E+000, 2.5069457E+001, 2.0475264E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.2587036E+001, 7.4042096E+002, 0.0000000E+000,-2.6537054E+002,-3.5677909E+002,-8.8509667E+001,-4.7357601E-002, 0.0000000E+000, 0.0000000E+000, 3.2904681E+001, 2.9714299E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.2644291E+001, 7.4129549E+002, 0.0000000E+000,-2.6592987E+002,-3.5850200E+002,-8.8338062E+001,-4.7403758E-002, 0.0000000E+000, 0.0000000E+000, 3.4464484E+001, 2.8478155E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.2703838E+001, 7.3707111E+002, 0.0000000E+000,-2.6274970E+002,-3.6193635E+002,-8.8371329E+001,-4.7359930E-002, 0.0000000E+000, 0.0000000E+000, 2.9087548E+001, 2.3966365E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.2766819E+001, 7.4072581E+002, 0.0000000E+000,-2.5924565E+002,-3.6237866E+002,-8.8631948E+001,-4.7509142E-002, 0.0000000E+000, 0.0000000E+000, 3.4159287E+001, 3.0422046E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.2831059E+001, 7.3752256E+002, 0.0000000E+000,-2.5911667E+002,-3.5962050E+002,-8.8602671E+001,-4.7565193E-002, 0.0000000E+000, 0.0000000E+000, 3.5619045E+001, 3.0135152E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.2886478E+001, 7.3998206E+002, 0.0000000E+000,-2.6161173E+002,-3.5478971E+002,-8.9171069E+001,-4.7492033E-002, 0.0000000E+000, 0.0000000E+000, 3.8079592E+001, 3.4362059E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.2943287E+001, 7.3301964E+002, 0.0000000E+000,-2.6808052E+002,-3.5208080E+002,-8.8557936E+001,-4.7531151E-002, 0.0000000E+000, 0.0000000E+000, 3.4017399E+001, 2.4252846E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.3004253E+001, 7.3380632E+002, 0.0000000E+000,-2.7109026E+002,-3.5156248E+002,-8.7292005E+001,-4.7529603E-002, 0.0000000E+000, 0.0000000E+000, 2.6822434E+001, 2.3814035E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.3065220E+001, 7.3348303E+002, 0.0000000E+000,-2.7145916E+002,-3.5561630E+002,-8.6568678E+001,-4.7493099E-002, 0.0000000E+000, 0.0000000E+000, 2.3750559E+001, 1.9791403E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.3126183E+001, 7.3530076E+002, 0.0000000E+000,-2.7017269E+002,-3.6011786E+002,-8.5585160E+001,-4.7249786E-002, 0.0000000E+000, 0.0000000E+000, 2.1432058E+001, 1.9377803E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.3187149E+001, 7.3736895E+002, 0.0000000E+000,-2.6951798E+002,-3.6232767E+002,-8.5974091E+001,-4.7198406E-002, 0.0000000E+000, 0.0000000E+000, 2.2305835E+001, 1.9502007E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.3248112E+001, 7.4582970E+002, 0.0000000E+000,-2.6861234E+002,-3.6327220E+002,-8.6810347E+001,-4.7403322E-002, 0.0000000E+000, 0.0000000E+000, 2.8506427E+001, 2.7087401E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.3301548E+001, 7.5923516E+002, 0.0000000E+000,-2.7015440E+002,-3.6239591E+002,-8.7750550E+001,-4.7505919E-002, 0.0000000E+000, 0.0000000E+000, 4.2689204E+001, 3.8886789E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.3372345E+001, 7.5036440E+002, 0.0000000E+000,-2.6887950E+002,-3.6068427E+002,-8.8449678E+001,-4.7504934E-002, 0.0000000E+000, 0.0000000E+000, 3.8485587E+001, 3.2303439E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.3431126E+001, 7.4673402E+002, 0.0000000E+000,-2.6791467E+002,-3.5845448E+002,-8.8019061E+001,-4.7552461E-002, 0.0000000E+000, 0.0000000E+000, 4.0942061E+001, 3.2298251E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.3485489E+001, 7.4165589E+002, 0.0000000E+000,-2.6495641E+002,-3.5892793E+002,-8.7420372E+001,-4.7494051E-002, 0.0000000E+000, 0.0000000E+000, 3.5309712E+001, 3.0303684E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.3541031E+001, 7.2570429E+002, 0.0000000E+000,-2.5942889E+002,-3.6295123E+002,-8.6705026E+001,-4.7462982E-002, 0.0000000E+000, 0.0000000E+000, 2.6580130E+001, 1.6571687E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.3613762E+001, 7.2447106E+002, 0.0000000E+000,-2.5342526E+002,-3.6844016E+002,-8.5812818E+001,-4.7319689E-002, 0.0000000E+000, 0.0000000E+000, 1.8219058E+001, 1.6745506E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.3671947E+001, 7.4238167E+002, 0.0000000E+000,-2.5696843E+002,-3.7231432E+002,-8.6050976E+001,-4.7377551E-002, 0.0000000E+000, 0.0000000E+000, 3.0097368E+001, 2.7000572E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.3730133E+001, 7.5663406E+002, 0.0000000E+000,-2.6265623E+002,-3.7561411E+002,-8.5951813E+001,-4.7326849E-002, 0.0000000E+000, 0.0000000E+000, 3.7929477E+001, 3.2364584E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.3786579E+001, 7.4679955E+002, 0.0000000E+000,-2.6475988E+002,-3.7757022E+002,-8.5599577E+001,-4.7317160E-002, 0.0000000E+000, 0.0000000E+000, 2.3882414E+001, 1.8822557E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.3851887E+001, 7.5169933E+002, 0.0000000E+000,-2.6609236E+002,-3.7722396E+002,-8.5609704E+001,-4.7301339E-002, 0.0000000E+000, 0.0000000E+000, 3.0409423E+001, 2.2726010E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.3908230E+001, 7.3990352E+002, 0.0000000E+000,-2.6805122E+002,-3.7490806E+002,-8.5602080E+001,-4.7288500E-002, 0.0000000E+000, 0.0000000E+000, 1.4433143E+001, 1.1294867E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.3964573E+001, 7.4796733E+002, 0.0000000E+000,-2.7166227E+002,-3.7445532E+002,-8.5860776E+001,-4.7326668E-002, 0.0000000E+000, 0.0000000E+000, 1.7313298E+001, 1.5941637E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.4023731E+001, 7.5451905E+002, 0.0000000E+000,-2.7569341E+002,-3.7854488E+002,-8.6230879E+001,-4.7399203E-002, 0.0000000E+000, 0.0000000E+000, 1.8183793E+001, 1.4002483E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.4085709E+001, 7.6521089E+002, 0.0000000E+000,-2.7985696E+002,-3.8460358E+002,-8.6970813E+001,-4.7431528E-002, 0.0000000E+000, 0.0000000E+000, 1.7360644E+001, 1.3732108E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.4143440E+001, 7.6437824E+002, 0.0000000E+000,-2.8065663E+002,-3.8900138E+002,-8.7301110E+001,-4.7307872E-002, 0.0000000E+000, 0.0000000E+000, 1.0568923E+001, 7.3718163E+000, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.4205959E+001, 7.7788488E+002, 0.0000000E+000,-2.7953745E+002,-3.9032005E+002,-8.6926564E+001,-4.7420023E-002, 0.0000000E+000, 0.0000000E+000, 2.2260364E+001, 2.1053394E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.4272129E+001, 7.6596178E+002, 0.0000000E+000,-2.7884019E+002,-3.9288821E+002,-8.6604123E+001,-4.7440096E-002, 0.0000000E+000, 0.0000000E+000, 1.4836724E+001, 7.5818137E+000, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.4323547E+001, 7.5763180E+002, 0.0000000E+000,-2.7708810E+002,-3.9569311E+002,-8.6438025E+001,-4.7412485E-002, 0.0000000E+000, 0.0000000E+000, 1.7150114E+000,-1.6348528E+000, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.4387821E+001, 7.5459832E+002, 0.0000000E+000,-2.7501211E+002,-3.9575769E+002,-8.6576388E+001,-4.7337118E-002, 0.0000000E+000, 0.0000000E+000, 1.5963749E+000,-2.7952038E+000, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.4452099E+001, 7.5201659E+002, 0.0000000E+000,-2.7021258E+002,-3.9150136E+002,-8.7274500E+001,-4.7325688E-002, 0.0000000E+000, 0.0000000E+000, 5.0343848E+000, 2.9808222E+000, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.4503517E+001, 7.4785683E+002, 0.0000000E+000,-2.6635585E+002,-3.8450070E+002,-8.8126060E+001,-4.7232864E-002, 0.0000000E+000, 0.0000000E+000, 1.4620368E+001, 8.8269858E+000, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.4567795E+001, 7.3308297E+002, 0.0000000E+000,-2.6039636E+002,-3.7564431E+002,-8.8103055E+001,-4.7223753E-002, 0.0000000E+000, 0.0000000E+000, 1.3193798E+001, 8.8920169E+000, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.4624355E+001, 7.2668027E+002, 0.0000000E+000,-2.5675569E+002,-3.6723057E+002,-8.8883913E+001,-4.7344848E-002, 0.0000000E+000, 0.0000000E+000, 1.6942757E+001, 1.3762752E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.4680920E+001, 7.4316740E+002, 0.0000000E+000,-2.5828251E+002,-3.6525735E+002,-8.8657667E+001,-4.7368553E-002, 0.0000000E+000, 0.0000000E+000, 3.1580550E+001, 3.0922510E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.4751621E+001, 7.5727882E+002, 0.0000000E+000,-2.6516618E+002,-3.7170433E+002,-8.9011468E+001,-4.7438876E-002, 0.0000000E+000, 0.0000000E+000, 3.6903552E+001, 3.1349402E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.4808182E+001, 7.6152129E+002, 0.0000000E+000,-2.6764931E+002,-3.8185498E+002,-8.9063352E+001,-4.7496549E-002, 0.0000000E+000, 0.0000000E+000, 2.7406713E+001, 2.2906146E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.4864746E+001, 7.7211519E+002, 0.0000000E+000,-2.6544037E+002,-3.8987956E+002,-8.9421741E+001,-4.7684795E-002, 0.0000000E+000, 0.0000000E+000, 3.0618191E+001, 2.7325836E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.4921307E+001, 7.7372544E+002, 0.0000000E+000,-2.6461805E+002,-3.9586538E+002,-9.0010682E+001,-4.7689505E-002, 0.0000000E+000, 0.0000000E+000, 2.8647661E+001, 2.3183641E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.4992012E+001, 7.7736867E+002, 0.0000000E+000,-2.6641547E+002,-4.0037240E+002,-9.0711221E+001,-4.7733155E-002, 0.0000000E+000, 0.0000000E+000, 2.7483544E+001, 1.9821837E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.5048573E+001, 7.6429073E+002, 0.0000000E+000,-2.6592419E+002,-4.0183518E+002,-9.0932826E+001,-4.7719176E-002, 0.0000000E+000, 0.0000000E+000, 1.2175762E+001, 5.5508143E+000, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.5105137E+001, 7.4917152E+002, 0.0000000E+000,-2.6362558E+002,-4.0315064E+002,-9.1537140E+001,-4.7516987E-002, 0.0000000E+000, 0.0000000E+000, 3.7798860E+000,-9.1893602E+000, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.5161697E+001, 7.2413510E+002, 0.0000000E+000,-2.5902490E+002,-4.0267169E+002,-9.1037436E+001,-4.7433427E-002, 0.0000000E+000, 0.0000000E+000,-2.0194128E+001,-2.8646355E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.5232399E+001, 7.1989866E+002, 0.0000000E+000,-2.5777151E+002,-4.0068826E+002,-9.0901673E+001,-4.7553586E-002, 0.0000000E+000, 0.0000000E+000,-2.4785397E+001,-2.9510342E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.5288963E+001, 7.1737100E+002, 0.0000000E+000,-2.5868177E+002,-3.9895697E+002,-8.9601704E+001,-4.7559991E-002, 0.0000000E+000, 0.0000000E+000,-2.6366245E+001,-2.9917008E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.5344109E+001, 7.1933495E+002, 0.0000000E+000,-2.5948096E+002,-3.9674981E+002,-9.0151193E+001,-4.7593893E-002, 0.0000000E+000, 0.0000000E+000,-2.3258696E+001,-2.7094608E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.5407730E+001, 7.3117379E+002, 0.0000000E+000,-2.6042085E+002,-3.9542904E+002,-9.0257318E+001,-4.7540953E-002, 0.0000000E+000, 0.0000000E+000,-1.1599085E+001,-1.4980969E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.5471352E+001, 7.4705009E+002, 0.0000000E+000,-2.6495297E+002,-3.9468201E+002,-9.0800184E+001,-4.7506561E-002, 0.0000000E+000, 0.0000000E+000,-1.4709588E+000,-3.4325785E+000, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.5522251E+001, 7.5604711E+002, 0.0000000E+000,-2.7012905E+002,-3.9545611E+002,-9.1428428E+001,-4.7387782E-002, 0.0000000E+000, 0.0000000E+000, 4.6112221E+000,-1.0138730E+000, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.5589687E+001, 7.5651455E+002, 0.0000000E+000,-2.7134361E+002,-4.0110756E+002,-9.2335511E+001,-4.7487612E-002, 0.0000000E+000, 0.0000000E+000, 4.5603483E-001,-8.3196133E+000, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.5645676E+001, 7.5254829E+002, 0.0000000E+000,-2.6789657E+002,-4.0888278E+002,-9.2225640E+001,-4.7526762E-002, 0.0000000E+000, 0.0000000E+000,-1.1959813E+001,-1.6504235E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.5701664E+001, 7.6364617E+002, 0.0000000E+000,-2.6880943E+002,-4.1342257E+002,-9.1817796E+001,-4.7430391E-002, 0.0000000E+000, 0.0000000E+000,-9.5006341E+000,-1.0451057E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.5771645E+001, 7.8286642E+002, 0.0000000E+000,-2.7460912E+002,-4.1529065E+002,-9.1388895E+001,-4.7535022E-002, 0.0000000E+000, 0.0000000E+000, 4.5006221E+000, 1.5302118E+000, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.5827633E+001, 7.7680984E+002, 0.0000000E+000,-2.7672032E+002,-4.1342159E+002,-8.9836394E+001,-4.7517979E-002, 0.0000000E+000, 0.0000000E+000, 1.5981646E+000,-3.2159846E+000, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.5887817E+001, 7.6684451E+002, 0.0000000E+000,-2.7498796E+002,-4.0892920E+002,-8.8704439E+001,-4.7294891E-002, 0.0000000E+000, 0.0000000E+000,-8.1682433E-001,-5.8243846E+000, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.5949406E+001, 7.6369005E+002, 0.0000000E+000,-2.7367632E+002,-4.0208549E+002,-8.7770962E+001,-4.7411329E-002, 0.0000000E+000, 0.0000000E+000, 2.9835542E+000, 1.0987337E-001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.6010990E+001, 7.5663085E+002, 0.0000000E+000,-2.7187270E+002,-3.9679496E+002,-8.7304368E+001,-4.7629040E-002, 0.0000000E+000, 0.0000000E+000, 3.2647334E+000, 6.1119031E-001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.6072575E+001, 7.5513635E+002, 0.0000000E+000,-2.6969159E+002,-3.9643708E+002,-8.6442355E+001,-4.7702762E-002, 0.0000000E+000, 0.0000000E+000, 7.7440337E+000, 2.5176268E+000, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.6134163E+001, 7.4079387E+002, 0.0000000E+000,-2.6658649E+002,-3.9950038E+002,-8.5961917E+001,-4.7544771E-002, 0.0000000E+000, 0.0000000E+000,-6.1771410E+000,-1.1302469E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.6180351E+001, 7.3556519E+002, 0.0000000E+000,-2.6331608E+002,-4.0240403E+002,-8.6023346E+001,-4.7387625E-002, 0.0000000E+000, 0.0000000E+000,-1.4930051E+001,-1.6225655E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.6241936E+001, 7.4188246E+002, 0.0000000E+000,-2.6191354E+002,-4.0716422E+002,-8.6481180E+001,-4.7245218E-002, 0.0000000E+000, 0.0000000E+000,-1.0496722E+001,-1.3723730E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.6303524E+001, 7.4230115E+002, 0.0000000E+000,-2.6141098E+002,-4.1414390E+002,-8.6514645E+001,-4.7450511E-002, 0.0000000E+000, 0.0000000E+000,-1.7356060E+001,-1.9815823E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.6365108E+001, 7.5026032E+002, 0.0000000E+000,-2.6376328E+002,-4.1896715E+002,-8.7166260E+001,-4.7578085E-002, 0.0000000E+000, 0.0000000E+000,-1.6396551E+001,-1.9683947E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.6426693E+001, 7.5278370E+002, 0.0000000E+000,-2.6708907E+002,-4.1991921E+002,-8.7109386E+001,-4.7643795E-002, 0.0000000E+000, 0.0000000E+000,-1.8657085E+001,-2.1381611E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.6488281E+001, 7.5356123E+002, 0.0000000E+000,-2.7125326E+002,-4.1617392E+002,-8.7841594E+001,-4.7552135E-002, 0.0000000E+000, 0.0000000E+000,-1.6274351E+001,-2.1755100E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.6548027E+001, 7.5233442E+002, 0.0000000E+000,-2.7558978E+002,-4.0894918E+002,-8.7897973E+001,-4.7365706E-002, 0.0000000E+000, 0.0000000E+000,-2.0102232E+001,-2.0149883E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.6610329E+001, 7.4871804E+002, 0.0000000E+000,-2.7789577E+002,-3.9725720E+002,-8.8275439E+001,-4.7388057E-002, 0.0000000E+000, 0.0000000E+000,-1.0557832E+001,-1.4757758E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.6662849E+001, 7.3694518E+002, 0.0000000E+000,-2.7680190E+002,-3.8437885E+002,-8.8808313E+001,-4.7525411E-002, 0.0000000E+000, 0.0000000E+000,-7.0382654E+000,-1.3091403E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.6721828E+001, 7.2636760E+002, 0.0000000E+000,-2.7218985E+002,-3.7511167E+002,-8.8941816E+001,-4.7459754E-002, 0.0000000E+000, 0.0000000E+000,-7.6409886E+000,-9.9231851E+000, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.6780811E+001, 7.2439535E+002, 0.0000000E+000,-2.6892868E+002,-3.6975821E+002,-8.9090492E+001,-4.7363446E-002, 0.0000000E+000, 0.0000000E+000, 1.2489772E-001,-3.4293892E+000, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.6848045E+001, 7.2139727E+002, 0.0000000E+000,-2.6747051E+002,-3.6925477E+002,-8.9895692E+001,-4.7142800E-002, 0.0000000E+000, 0.0000000E+000,-1.4922351E-001,-5.2708445E+000, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.6900539E+001, 7.3006201E+002, 0.0000000E+000,-2.6884606E+002,-3.7229754E+002,-9.0013989E+001,-4.7096088E-002, 0.0000000E+000, 0.0000000E+000, 3.6094455E+000,-1.1426735E+000, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.6966152E+001, 7.3148645E+002, 0.0000000E+000,-2.6657002E+002,-3.7765759E+002,-8.9109116E+001,-4.7057794E-002, 0.0000000E+000, 0.0000000E+000, 4.8754910E-001,-1.8973397E+000, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.7031765E+001, 7.3484677E+002, 0.0000000E+000,-2.6665698E+002,-3.8089224E+002,-8.8647367E+001,-4.7112791E-002, 0.0000000E+000, 0.0000000E+000, 3.4358491E+000,-1.3969353E+000, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.7088196E+001, 7.2683653E+002, 0.0000000E+000,-2.6585258E+002,-3.8073892E+002,-8.8204143E+001,-4.7156761E-002, 0.0000000E+000, 0.0000000E+000,-2.0989100E+000,-8.0062702E+000, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.7145935E+001, 7.2613405E+002, 0.0000000E+000,-2.6420347E+002,-3.7981961E+002,-8.7633061E+001,-4.7223286E-002, 0.0000000E+000, 0.0000000E+000,-2.0212717E+000,-5.5693112E+000, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.7203674E+001, 7.2557980E+002, 0.0000000E+000,-2.6484252E+002,-3.7921357E+002,-8.7505594E+001,-4.7154528E-002, 0.0000000E+000, 0.0000000E+000,-3.5412029E+000,-6.0290343E+000, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 3.7261414E+001, 7.2568549E+002, 0.0000000E+000,-2.6382351E+002,-3.8070949E+002,-8.6847023E+001,-4.7250821E-002, 0.0000000E+000, 0.0000000E+000,-1.6300702E+000,-5.7417816E+000, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
