s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS
 1.2300509E+001, 7.1991444E+002, 0.0000000E+000,-2.0713553E+002,-3.1712407E+002,-7.3052345E+001,-4.7627184E-002, 0.0000000E+000, 0.0000000E+000, 1.2568110E+002, 1.2255488E+002, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.2369827E+001, 7.1699009E+002, 0.0000000E+000,-2.0656668E+002,-3.1502802E+002,-7.2536709E+001,-4.7664328E-002, 0.0000000E+000, 0.0000000E+000, 1.2479087E+002, 1.2281102E+002, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.2427592E+001, 7.2619645E+002, 0.0000000E+000,-2.0696758E+002,-3.1158486E+002,-7.1599500E+001,-4.7715056E-002, 0.0000000E+000, 0.0000000E+000, 1.3659482E+002, 1.3599680E+002, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.2485357E+001, 7.3468458E+002, 0.0000000E+000,-2.1045399E+002,-3.1072289E+002,-7.1746523E+001,-4.7674918E-002, 0.0000000E+000, 0.0000000E+000, 1.4268918E+002, 1.4171350E+002, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.2543122E+001, 7.5096373E+002, 0.0000000E+000,-2.1709963E+002,-3.1147840E+002,-7.2190872E+001,-4.7623847E-002, 0.0000000E+000, 0.0000000E+000, 1.5070218E+002, 1.5014720E+002, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.2600887E+001, 7.6899287E+002, 0.0000000E+000,-2.2477276E+002,-3.1349274E+002,-7.1884801E+001,-4.7490298E-002, 0.0000000E+000, 0.0000000E+000, 1.5912963E+002, 1.5879507E+002, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.2670205E+001, 7.7208009E+002, 0.0000000E+000,-2.2964158E+002,-3.1555587E+002,-7.1560567E+001,-4.7547514E-002, 0.0000000E+000, 0.0000000E+000, 1.5788138E+002, 1.5527453E+002, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.2727970E+001, 7.7416982E+002, 0.0000000E+000,-2.3151245E+002,-3.1507777E+002,-7.1633168E+001,-4.7495596E-002, 0.0000000E+000, 0.0000000E+000, 1.5800264E+002, 1.5589894E+002, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.2785735E+001, 7.7364877E+002, 0.0000000E+000,-2.3463656E+002,-3.1518899E+002,-7.1319964E+001,-4.7545913E-002, 0.0000000E+000, 0.0000000E+000, 1.5276891E+002, 1.5245571E+002, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.2846967E+001, 7.8120639E+002, 0.0000000E+000,-2.4061564E+002,-3.1597772E+002,-7.1107320E+001,-4.7700448E-002, 0.0000000E+000, 0.0000000E+000, 1.5743105E+002, 1.5345801E+002, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.2910508E+001, 7.6839446E+002, 0.0000000E+000,-2.4304735E+002,-3.1578972E+002,-7.1442967E+001,-4.7623710E-002, 0.0000000E+000, 0.0000000E+000, 1.4198891E+002, 1.3806680E+002, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.2961341E+001, 7.5923537E+002, 0.0000000E+000,-2.3982092E+002,-3.1336738E+002,-7.1582744E+001,-4.7578598E-002, 0.0000000E+000, 0.0000000E+000, 1.3601595E+002, 1.3441675E+002, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.3024882E+001, 7.5266028E+002, 0.0000000E+000,-2.3263229E+002,-3.1132667E+002,-7.1830701E+001,-4.7588201E-002, 0.0000000E+000, 0.0000000E+000, 1.3841668E+002, 1.3682304E+002, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.3088424E+001, 7.4862595E+002, 0.0000000E+000,-2.2583920E+002,-3.1219484E+002,-7.2031628E+001,-4.7529328E-002, 0.0000000E+000, 0.0000000E+000, 1.4107095E+002, 1.3851275E+002, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.3151966E+001, 7.4488587E+002, 0.0000000E+000,-2.2310214E+002,-3.1522626E+002,-7.1621299E+001,-4.7499842E-002, 0.0000000E+000, 0.0000000E+000, 1.3793919E+002, 1.3488866E+002, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.3207329E+001, 7.4060230E+002, 0.0000000E+000,-2.2062928E+002,-3.1708167E+002,-7.1188686E+001,-4.7494750E-002, 0.0000000E+000, 0.0000000E+000, 1.3376626E+002, 1.3165517E+002, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.3266014E+001, 7.3636923E+002, 0.0000000E+000,-2.1656366E+002,-3.1672932E+002,-7.0809558E+001,-4.7448281E-002, 0.0000000E+000, 0.0000000E+000, 1.3396605E+002, 1.3221925E+002, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.3326913E+001, 7.4117711E+002, 0.0000000E+000,-2.1432147E+002,-3.1722253E+002,-7.1130485E+001,-4.7547847E-002, 0.0000000E+000, 0.0000000E+000, 1.3968004E+002, 1.3845508E+002, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.3387813E+001, 7.4044171E+002, 0.0000000E+000,-2.1392255E+002,-3.2088964E+002,-7.1481073E+001,-4.7622122E-002, 0.0000000E+000, 0.0000000E+000, 1.3650874E+002, 1.3410082E+002, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.3448711E+001, 7.4395747E+002, 0.0000000E+000,-2.1531084E+002,-3.2429140E+002,-7.2227806E+001,-4.7507828E-002, 0.0000000E+000, 0.0000000E+000, 1.3446629E+002, 1.3207992E+002, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.3509611E+001, 7.5241892E+002, 0.0000000E+000,-2.1900302E+002,-3.2817863E+002,-7.2395439E+001,-4.7635074E-002, 0.0000000E+000, 0.0000000E+000, 1.3473640E+002, 1.3279419E+002, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.3561287E+001, 7.6614856E+002, 0.0000000E+000,-2.2331141E+002,-3.3110311E+002,-7.2064594E+001,-4.7913681E-002, 0.0000000E+000, 0.0000000E+000, 1.3800501E+002, 1.3962153E+002, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.3631328E+001, 7.8139702E+002, 0.0000000E+000,-2.3269616E+002,-3.3513740E+002,-7.2185589E+001,-4.7865245E-002, 0.0000000E+000, 0.0000000E+000, 1.4583679E+002, 1.4133001E+002, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.3681849E+001, 7.7738214E+002, 0.0000000E+000,-2.3683558E+002,-3.3844509E+002,-7.2063823E+001,-4.7804328E-002, 0.0000000E+000, 0.0000000E+000, 1.3325024E+002, 1.2998984E+002, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.3745001E+001, 7.7023425E+002, 0.0000000E+000,-2.3825357E+002,-3.3735971E+002,-7.1846748E+001,-4.7736038E-002, 0.0000000E+000, 0.0000000E+000, 1.2586747E+002, 1.2272649E+002, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.3808153E+001, 7.5526366E+002, 0.0000000E+000,-2.3517489E+002,-3.3541504E+002,-7.2146002E+001,-4.7566042E-002, 0.0000000E+000, 0.0000000E+000, 1.1676427E+002, 1.1248016E+002, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.3871305E+001, 7.3001799E+002, 0.0000000E+000,-2.2871793E+002,-3.3440660E+002,-7.2880103E+001,-4.7480682E-002, 0.0000000E+000, 0.0000000E+000, 9.9444131E+001, 9.3965873E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.3930139E+001, 7.1518466E+002, 0.0000000E+000,-2.2188579E+002,-3.3480510E+002,-7.3144833E+001,-4.7497791E-002, 0.0000000E+000, 0.0000000E+000, 8.7562496E+001, 8.5301433E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.3986094E+001, 7.1315291E+002, 0.0000000E+000,-2.1816311E+002,-3.3722487E+002,-7.3175192E+001,-4.7516567E-002, 0.0000000E+000, 0.0000000E+000, 8.6595542E+001, 8.4542229E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.4042048E+001, 7.0576442E+002, 0.0000000E+000,-2.1789713E+002,-3.4018877E+002,-7.3487070E+001,-4.7535716E-002, 0.0000000E+000, 0.0000000E+000, 7.7420928E+001, 7.4143911E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.4110314E+001, 7.1449989E+002, 0.0000000E+000,-2.2012039E+002,-3.3995214E+002,-7.4269595E+001,-4.7546395E-002, 0.0000000E+000, 0.0000000E+000, 7.9976866E+001, 8.0110213E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.4171865E+001, 7.2239951E+002, 0.0000000E+000,-2.2330325E+002,-3.3669901E+002,-7.5796817E+001,-4.7411783E-002, 0.0000000E+000, 0.0000000E+000, 8.7561084E+001, 8.6553030E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.4221106E+001, 7.2841841E+002, 0.0000000E+000,-2.2495216E+002,-3.3461437E+002,-7.7117437E+001,-4.7355273E-002, 0.0000000E+000, 0.0000000E+000, 9.3290709E+001, 9.1687080E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.4287580E+001, 7.4343717E+002, 0.0000000E+000,-2.2719854E+002,-3.3624455E+002,-7.8146318E+001,-4.7560602E-002, 0.0000000E+000, 0.0000000E+000, 1.0225254E+002, 1.0180019E+002, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.4341744E+001, 7.5929824E+002, 0.0000000E+000,-2.3109265E+002,-3.4151804E+002,-7.8839120E+001,-4.7612071E-002, 0.0000000E+000, 0.0000000E+000, 1.0998988E+002, 1.0780082E+002, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.4409451E+001, 7.7704545E+002, 0.0000000E+000,-2.3653766E+002,-3.4566782E+002,-7.8928693E+001,-4.7561596E-002, 0.0000000E+000, 0.0000000E+000, 1.1621213E+002, 1.1586371E+002, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.4463615E+001, 7.8564138E+002, 0.0000000E+000,-2.4200150E+002,-3.4544743E+002,-7.8611907E+001,-4.7527482E-002, 0.0000000E+000, 0.0000000E+000, 1.2300604E+002, 1.1953303E+002, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.4531321E+001, 7.9094330E+002, 0.0000000E+000,-2.4438201E+002,-3.4277561E+002,-7.8367232E+001,-4.7545752E-002, 0.0000000E+000, 0.0000000E+000, 1.2654251E+002, 1.2537090E+002, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.4585485E+001, 7.7441331E+002, 0.0000000E+000,-2.4341170E+002,-3.4245208E+002,-7.8422685E+001,-4.7614149E-002, 0.0000000E+000, 0.0000000E+000, 1.1776430E+002, 1.1007923E+002, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.4653192E+001, 7.6757560E+002, 0.0000000E+000,-2.4142410E+002,-3.4434902E+002,-7.8239399E+001,-4.7611682E-002, 0.0000000E+000, 0.0000000E+000, 1.0811690E+002, 1.0351547E+002, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.4703139E+001, 7.6195731E+002, 0.0000000E+000,-2.4117383E+002,-3.4605774E+002,-7.7861268E+001,-4.7686853E-002, 0.0000000E+000, 0.0000000E+000, 9.9364772E+001, 9.6816786E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.4763816E+001, 7.4957377E+002, 0.0000000E+000,-2.3905519E+002,-3.4647185E+002,-7.7956915E+001,-4.7610188E-002, 0.0000000E+000, 0.0000000E+000, 9.0939081E+001, 8.6042202E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.4824493E+001, 7.3604196E+002, 0.0000000E+000,-2.3342837E+002,-3.4382320E+002,-7.8088096E+001,-4.7600198E-002, 0.0000000E+000, 0.0000000E+000, 8.3199757E+001, 8.0654701E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.4888811E+001, 7.3527334E+002, 0.0000000E+000,-2.2865427E+002,-3.3963577E+002,-7.8176427E+001,-4.7527161E-002, 0.0000000E+000, 0.0000000E+000, 8.8624029E+001, 8.8759351E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.4942207E+001, 7.4167806E+002, 0.0000000E+000,-2.2741632E+002,-3.3737023E+002,-7.8025513E+001,-4.7618745E-002, 0.0000000E+000, 0.0000000E+000, 9.9470246E+001, 9.8818369E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.5008952E+001, 7.4358060E+002, 0.0000000E+000,-2.2838948E+002,-3.3645909E+002,-7.8308049E+001,-4.7671992E-002, 0.0000000E+000, 0.0000000E+000, 1.0315471E+002, 1.0037631E+002, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.5062348E+001, 7.3837902E+002, 0.0000000E+000,-2.2687605E+002,-3.3575408E+002,-7.8309310E+001,-4.7561517E-002, 0.0000000E+000, 0.0000000E+000, 1.0057073E+002, 9.7392017E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.5129093E+001, 7.2273533E+002, 0.0000000E+000,-2.2457175E+002,-3.3328697E+002,-7.8359065E+001,-4.7431140E-002, 0.0000000E+000, 0.0000000E+000, 9.1719623E+001, 8.6470114E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.5182488E+001, 7.1206807E+002, 0.0000000E+000,-2.2131175E+002,-3.2851045E+002,-7.8668157E+001,-4.7434063E-002, 0.0000000E+000, 0.0000000E+000, 8.6071617E+001, 8.3530270E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.5244622E+001, 7.2199990E+002, 0.0000000E+000,-2.2444027E+002,-3.2556240E+002,-7.8676468E+001,-4.7435879E-002, 0.0000000E+000, 0.0000000E+000, 9.4618432E+001, 9.3273328E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.5304863E+001, 7.2196583E+002, 0.0000000E+000,-2.3029360E+002,-3.2663530E+002,-7.9608613E+001,-4.7364550E-002, 0.0000000E+000, 0.0000000E+000, 9.1594488E+001, 8.5380952E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.5369828E+001, 7.1408386E+002, 0.0000000E+000,-2.2815977E+002,-3.2852694E+002,-8.0223891E+001,-4.7473704E-002, 0.0000000E+000, 0.0000000E+000, 7.9540004E+001, 7.7125793E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.5421800E+001, 7.1973945E+002, 0.0000000E+000,-2.2561459E+002,-3.2885133E+002,-8.0307164E+001,-4.7346761E-002, 0.0000000E+000, 0.0000000E+000, 8.4672332E+001, 8.4919016E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.5486765E+001, 7.3408828E+002, 0.0000000E+000,-2.2823177E+002,-3.3039956E+002,-8.0262733E+001,-4.7253505E-002, 0.0000000E+000, 0.0000000E+000, 9.6911986E+001, 9.5146961E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.5551730E+001, 7.4029417E+002, 0.0000000E+000,-2.3005486E+002,-3.3496669E+002,-7.9921592E+001,-4.7308602E-002, 0.0000000E+000, 0.0000000E+000, 9.7509406E+001, 9.5303721E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.5603703E+001, 7.4503666E+002, 0.0000000E+000,-2.3025772E+002,-3.4310458E+002,-7.8665013E+001,-4.7309175E-002, 0.0000000E+000, 0.0000000E+000, 9.6378197E+001, 9.2962044E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.5668668E+001, 7.4965577E+002, 0.0000000E+000,-2.3122118E+002,-3.5356055E+002,-7.7882867E+001,-4.7528927E-002, 0.0000000E+000, 0.0000000E+000, 8.8960305E+001, 8.6943657E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.5720639E+001, 7.5966411E+002, 0.0000000E+000,-2.3257655E+002,-3.6302402E+002,-7.7693161E+001,-4.7609992E-002, 0.0000000E+000, 0.0000000E+000, 8.7996591E+001, 8.6322764E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.5782002E+001, 7.6871241E+002, 0.0000000E+000,-2.3546869E+002,-3.6929794E+002,-7.7230128E+001,-4.7704067E-002, 0.0000000E+000, 0.0000000E+000, 8.6343127E+001, 8.6667948E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.5851392E+001, 7.7451016E+002, 0.0000000E+000,-2.4071300E+002,-3.7179897E+002,-7.6886859E+001,-4.7748518E-002, 0.0000000E+000, 0.0000000E+000, 8.6981591E+001, 8.5063590E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.5900637E+001, 7.8425866E+002, 0.0000000E+000,-2.4133808E+002,-3.7031839E+002,-7.7083234E+001,-4.7657498E-002, 0.0000000E+000, 0.0000000E+000, 9.2388364E+001, 9.5471293E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.5965885E+001, 7.9656790E+002, 0.0000000E+000,-2.4598155E+002,-3.6894810E+002,-7.7523823E+001,-4.7635975E-002, 0.0000000E+000, 0.0000000E+000, 1.0669450E+002, 1.0406680E+002, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.6020054E+001, 7.8285606E+002, 0.0000000E+000,-2.4761653E+002,-3.6706010E+002,-7.7517833E+001,-4.7616844E-002, 0.0000000E+000, 0.0000000E+000, 9.5089994E+001, 9.0613975E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.6087765E+001, 7.6434331E+002, 0.0000000E+000,-2.4276552E+002,-3.6379311E+002,-7.7539709E+001,-4.7658581E-002, 0.0000000E+000, 0.0000000E+000, 8.4903104E+001, 8.0197314E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.6147350E+001, 7.4725551E+002, 0.0000000E+000,-2.3694626E+002,-3.5922083E+002,-7.7520110E+001,-4.7567102E-002, 0.0000000E+000, 0.0000000E+000, 7.5571695E+001, 7.3520737E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.6206936E+001, 7.3499202E+002, 0.0000000E+000,-2.3272484E+002,-3.5503942E+002,-7.7292309E+001,-4.7502440E-002, 0.0000000E+000, 0.0000000E+000, 7.5678706E+001, 6.9887950E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.6264469E+001, 7.2780089E+002, 0.0000000E+000,-2.2912736E+002,-3.5209664E+002,-7.7278557E+001,-4.7555078E-002, 0.0000000E+000, 0.0000000E+000, 6.8615508E+001, 6.9250782E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.6328684E+001, 7.4025312E+002, 0.0000000E+000,-2.3011991E+002,-3.5202777E+002,-7.7205703E+001,-4.7522450E-002, 0.0000000E+000, 0.0000000E+000, 8.1792223E+001, 8.0852212E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.6383909E+001, 7.4554522E+002, 0.0000000E+000,-2.3494285E+002,-3.5638083E+002,-7.7266105E+001,-4.7357963E-002, 0.0000000E+000, 0.0000000E+000, 8.1674920E+001, 7.6908079E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.6440418E+001, 7.3985312E+002, 0.0000000E+000,-2.3769679E+002,-3.6081907E+002,-7.7431338E+001,-4.7321174E-002, 0.0000000E+000, 0.0000000E+000, 6.8725138E+001, 6.3858596E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.6511057E+001, 7.4786910E+002, 0.0000000E+000,-2.3874790E+002,-3.6339117E+002,-7.7565846E+001,-4.7385769E-002, 0.0000000E+000, 0.0000000E+000, 6.7914317E+001, 6.8116800E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.6567566E+001, 7.4553988E+002, 0.0000000E+000,-2.4437189E+002,-3.6190457E+002,-7.7749248E+001,-4.7515192E-002, 0.0000000E+000, 0.0000000E+000, 6.5950359E+001, 6.1466658E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.6624075E+001, 7.4273984E+002, 0.0000000E+000,-2.4740048E+002,-3.5612548E+002,-7.8229456E+001,-4.7515044E-002, 0.0000000E+000, 0.0000000E+000, 6.2953197E+001, 6.0936917E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.6680586E+001, 7.3940996E+002, 0.0000000E+000,-2.4790762E+002,-3.4917936E+002,-7.8546585E+001,-4.7599442E-002, 0.0000000E+000, 0.0000000E+000, 6.5523716E+001, 6.3728799E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.6751223E+001, 7.4237404E+002, 0.0000000E+000,-2.4831950E+002,-3.4333689E+002,-7.9045709E+001,-4.7572448E-002, 0.0000000E+000, 0.0000000E+000, 7.3283269E+001, 7.1624358E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.6811970E+001, 7.3813324E+002, 0.0000000E+000,-2.4847505E+002,-3.4015807E+002,-7.9848062E+001,-4.7444417E-002, 0.0000000E+000, 0.0000000E+000, 7.3728640E+001, 6.9604612E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.6874130E+001, 7.4901242E+002, 0.0000000E+000,-2.4835361E+002,-3.3945883E+002,-8.0598686E+001,-4.7528164E-002, 0.0000000E+000, 0.0000000E+000, 7.8922643E+001, 8.0553773E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.6920752E+001, 7.6730488E+002, 0.0000000E+000,-2.5292229E+002,-3.4227976E+002,-8.1046165E+001,-4.7519320E-002, 0.0000000E+000, 0.0000000E+000, 9.3944593E+001, 9.1009149E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.6981348E+001, 7.8532719E+002, 0.0000000E+000,-2.5991113E+002,-3.5017149E+002,-8.0663214E+001,-4.7495415E-002, 0.0000000E+000, 0.0000000E+000, 9.6466428E+001, 9.4533860E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.7051229E+001, 7.8788380E+002, 0.0000000E+000,-2.6274660E+002,-3.6114726E+002,-7.9813452E+001,-4.7538467E-002, 0.0000000E+000, 0.0000000E+000, 8.9476308E+001, 8.4128947E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.7107134E+001, 7.7555196E+002, 0.0000000E+000,-2.5868030E+002,-3.7153748E+002,-7.8956235E+001,-4.7459872E-002, 0.0000000E+000, 0.0000000E+000, 7.4769402E+001, 6.6330485E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.7171886E+001, 7.6047898E+002, 0.0000000E+000,-2.4855396E+002,-3.7887938E+002,-7.8087966E+001,-4.7446700E-002, 0.0000000E+000, 0.0000000E+000, 5.9099008E+001, 5.4910222E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.7220955E+001, 7.3974873E+002, 0.0000000E+000,-2.3918048E+002,-3.8120789E+002,-7.7963703E+001,-4.7435131E-002, 0.0000000E+000, 0.0000000E+000, 4.6996661E+001, 4.1349221E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.7282290E+001, 7.2742335E+002, 0.0000000E+000,-2.3428448E+002,-3.7759897E+002,-7.7877252E+001,-4.7512351E-002, 0.0000000E+000, 0.0000000E+000, 4.1323703E+001, 3.7615134E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.7343624E+001, 7.1665364E+002, 0.0000000E+000,-2.3292638E+002,-3.7129612E+002,-7.7959895E+001,-4.7526751E-002, 0.0000000E+000, 0.0000000E+000, 3.6391058E+001, 3.4423719E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.7404959E+001, 7.2634829E+002, 0.0000000E+000,-2.3174226E+002,-3.6873061E+002,-7.8551899E+001,-4.7482101E-002, 0.0000000E+000, 0.0000000E+000, 4.7478562E+001, 4.7276034E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.7471199E+001, 7.4521907E+002, 0.0000000E+000,-2.3089933E+002,-3.7240618E+002,-7.8912704E+001,-4.7548626E-002, 0.0000000E+000, 0.0000000E+000, 6.2101330E+001, 6.2953301E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.7529222E+001, 7.6588823E+002, 0.0000000E+000,-2.3324902E+002,-3.7745086E+002,-7.8795190E+001,-4.7704746E-002, 0.0000000E+000, 0.0000000E+000, 7.5920190E+001, 7.6345456E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.7588594E+001, 7.8204152E+002, 0.0000000E+000,-2.3529318E+002,-3.8117119E+002,-7.7938438E+001,-4.7841341E-002, 0.0000000E+000, 0.0000000E+000, 8.6851116E+001, 8.7590882E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.7641399E+001, 8.0242222E+002, 0.0000000E+000,-2.3868125E+002,-3.8303919E+002,-7.7743829E+001,-4.7929090E-002, 0.0000000E+000, 0.0000000E+000, 1.0178345E+002, 1.0291001E+002, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.7704668E+001, 7.9860025E+002, 0.0000000E+000,-2.3970484E+002,-3.8134870E+002,-7.8017016E+001,-4.7859877E-002, 0.0000000E+000, 0.0000000E+000, 1.0412832E+002, 9.9481839E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.7767937E+001, 7.8280360E+002, 0.0000000E+000,-2.3599442E+002,-3.7465506E+002,-7.8052947E+001,-4.7669894E-002, 0.0000000E+000, 0.0000000E+000, 9.7062770E+001, 9.4053499E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.7831207E+001, 7.6841660E+002, 0.0000000E+000,-2.3162544E+002,-3.6841892E+002,-7.8477708E+001,-4.7669421E-002, 0.0000000E+000, 0.0000000E+000, 9.2528105E+001, 8.9846866E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.7881823E+001, 7.6421318E+002, 0.0000000E+000,-2.2891466E+002,-3.6722626E+002,-7.8591746E+001,-4.7716689E-002, 0.0000000E+000, 0.0000000E+000, 9.3230681E+001, 8.9432799E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.7945091E+001, 7.6023514E+002, 0.0000000E+000,-2.3196160E+002,-3.7097360E+002,-7.8990270E+001,-4.7753806E-002, 0.0000000E+000, 0.0000000E+000, 8.3170226E+001, 7.8261919E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.8012157E+001, 7.5361103E+002, 0.0000000E+000,-2.3671938E+002,-3.7670992E+002,-7.9416428E+001,-4.7673121E-002, 0.0000000E+000, 0.0000000E+000, 6.6478306E+001, 6.0717628E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.8067833E+001, 7.4794325E+002, 0.0000000E+000,-2.3935782E+002,-3.7897055E+002,-8.0014604E+001,-4.7718099E-002, 0.0000000E+000, 0.0000000E+000, 5.3048372E+001, 4.9552561E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
 1.8131361E+001, 7.5405921E+002, 0.0000000E+000,-2.4183920E+002,-3.7722238E+002,-8.0254218E+001,-4.7975480E-002, 0.0000000E+000, 0.0000000E+000, 5.5799786E+001, 5.4695426E+001, 0.0000000E+000, 1.6186599E-002, 0.0000000E+000
