Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,CHEM,Total T_USED (s)
    0, 3.512E-01, 3.083E+01, 1.482E+01, 3.154E+01, 8.548E+00, 2.889E+00, 7.343E+00, 2.661E-03, 1.418E+01, 1.777E+01, 1.261E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.283E+02
