s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANE,MLR_PRODUCTS,ZONE_1
 6.2284695E+001, 7.2014841E+002, 0.0000000E+000,-4.1932523E+002,-8.1137939E-002,-2.4750489E+002,-7.4624890E-002, 2.5506392E+001, 0.0000000E+000, 8.3497291E+001, 7.8668910E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.8030907E+004
 6.2466679E+001, 6.9663550E+002, 0.0000000E+000,-4.0893367E+002,-8.3715359E-002,-2.4455621E+002,-7.4975880E-002, 1.8352762E+001, 0.0000000E+000, 5.8092650E+001, 6.1339687E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.8085807E+004
 6.2641727E+001, 7.1488550E+002, 0.0000000E+000,-4.1781357E+002,-8.3578822E-002,-2.4322572E+002,-7.4608415E-002, 2.4213889E+001, 0.0000000E+000, 8.0798904E+001, 7.7901911E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.8157474E+004
 6.2825199E+001, 6.7396343E+002, 0.0000000E+000,-4.1494443E+002,-8.3929579E-002,-2.4323200E+002,-7.4242585E-002, 8.1078056E+000, 0.0000000E+000, 2.5398800E+001, 2.3736626E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.8183244E+004
 6.3004593E+001, 6.9001061E+002, 0.0000000E+000,-4.1770835E+002,-8.3703391E-002,-2.4353055E+002,-7.4485603E-002, 1.1351623E+001, 0.0000000E+000, 3.6736557E+001, 3.9965143E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.8215739E+004
 6.3188473E+001, 7.1254497E+002, 0.0000000E+000,-4.2171419E+002,-8.3913359E-002,-2.4398824E+002,-7.4692040E-002, 2.0243466E+001, 0.0000000E+000, 6.8536064E+001, 6.6927396E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.8278621E+004
 6.3361141E+001, 6.5907874E+002, 0.0000000E+000,-4.1669916E+002,-8.2801306E-002,-2.4321292E+002,-7.4949563E-002, 6.8157463E-001, 0.0000000E+000, 2.8503994E+000,-3.0952033E-001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.8282280E+004
 6.3541210E+001, 7.0165484E+002, 0.0000000E+000,-4.1950080E+002,-8.4216514E-002,-2.4354891E+002,-7.5097019E-002, 1.2123883E+001, 0.0000000E+000, 4.1402637E+001, 5.0569697E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.8315058E+004
 6.3721008E+001, 7.3406553E+002, 0.0000000E+000,-4.2639239E+002,-8.4708915E-002,-2.4387808E+002,-7.4856409E-002, 2.4787111E+001, 0.0000000E+000, 9.0688337E+001, 8.8422609E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.8390112E+004
 6.3908733E+001, 6.7627122E+002, 0.0000000E+000,-4.0653794E+002,-8.2798554E-002,-2.4291528E+002,-7.4169666E-002, 1.5080652E+001, 0.0000000E+000, 4.5522006E+001, 4.1741688E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.8439075E+004
 6.4082787E+001, 6.3398502E+002, 0.0000000E+000,-4.0060287E+002,-8.2990695E-002,-2.4180371E+002,-7.4249745E-002, 5.0321037E-001, 0.0000000E+000,-8.7742222E+000,-8.0755865E+000, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.8440513E+004
 6.4270477E+001, 7.0856642E+002, 0.0000000E+000,-4.1776207E+002,-8.4777404E-002,-2.4099609E+002,-7.4274218E-002, 1.7288693E+001, 0.0000000E+000, 6.1398235E+001, 6.6937911E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.8492338E+004
 6.4448051E+001, 7.3562137E+002, 0.0000000E+000,-4.2425289E+002,-8.3744293E-002,-2.4021752E+002,-7.3880561E-002, 2.5569293E+001, 0.0000000E+000, 9.9654108E+001, 9.6562622E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.8569050E+004
 6.4627411E+001, 6.5138889E+002, 0.0000000E+000,-4.0347915E+002,-8.3204288E-002,-2.4108540E+002,-7.3814324E-002, 5.3693148E+000, 0.0000000E+000, 1.4307484E+001, 1.2036633E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.8586219E+004
 6.4806511E+001, 6.6356355E+002, 0.0000000E+000,-4.1069749E+002,-8.5176956E-002,-2.4448044E+002,-7.3452701E-002, 3.0253238E+000, 0.0000000E+000, 8.4144977E+000, 1.1252317E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.8594271E+004
 6.4988052E+001, 7.2736269E+002, 0.0000000E+000,-4.2675208E+002,-8.3587522E-002,-2.4513282E+002,-7.3381969E-002, 1.7992696E+001, 0.0000000E+000, 7.1348746E+001, 7.3313516E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.8647876E+004
 6.5162369E+001, 7.1164845E+002, 0.0000000E+000,-4.2060376E+002,-8.4368437E-002,-2.4450228E+002,-7.3177075E-002, 1.7900317E+001, 0.0000000E+000, 6.5432496E+001, 6.4285178E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.8700261E+004
 6.5342148E+001, 7.0995671E+002, 0.0000000E+000,-4.1119056E+002,-8.4609085E-002,-2.4434951E+002,-7.4026482E-002, 2.2403818E+001, 0.0000000E+000, 7.5323925E+001, 7.6661824E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.8766935E+004
 6.5527054E+001, 6.9458110E+002, 0.0000000E+000,-4.1397538E+002,-8.2197949E-002,-2.4379696E+002,-7.4477098E-002, 1.4986135E+001, 0.0000000E+000, 5.2756823E+001, 5.1638212E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.8813957E+004
 6.5709114E+001, 7.2812277E+002, 0.0000000E+000,-4.2708144E+002,-8.4287123E-002,-2.4565991E+002,-7.4822014E-002, 1.8597789E+001, 0.0000000E+000, 7.0148645E+001, 7.3820103E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.8869065E+004
 6.5885063E+001, 7.3152304E+002, 0.0000000E+000,-4.2873660E+002,-8.2192331E-002,-2.4668989E+002,-7.4390403E-002, 2.1578488E+001, 0.0000000E+000, 8.1283245E+001, 7.7518461E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.8933936E+004
 6.6061020E+001, 6.9080454E+002, 0.0000000E+000,-4.1655113E+002,-8.3768404E-002,-2.4599363E+002,-7.3947635E-002, 1.3475623E+001, 0.0000000E+000, 4.4031576E+001, 4.1577697E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.8974128E+004
 6.6248711E+001, 6.5679630E+002, 0.0000000E+000,-4.0970818E+002,-8.4253250E-002,-2.4632503E+002,-7.3822432E-002, 4.9029350E+000, 0.0000000E+000, 4.8491728E+000, 5.5079504E+000, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.8989196E+004
 6.6426712E+001, 6.8875109E+002, 0.0000000E+000,-4.2117407E+002,-8.3660479E-002,-2.4661263E+002,-7.4298243E-002, 8.1889886E+000, 0.0000000E+000, 2.7150052E+001, 2.8995417E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.9013413E+004
 6.6600937E+001, 7.1964668E+002, 0.0000000E+000,-4.3468798E+002,-8.2996930E-002,-2.4538107E+002,-7.4394012E-002, 1.2409022E+001, 0.0000000E+000, 5.0135288E+001, 5.1829265E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.9048693E+004
 6.6788940E+001, 7.1656617E+002, 0.0000000E+000,-4.2726256E+002,-8.3725934E-002,-2.4327131E+002,-7.3734380E-002, 1.7734341E+001, 0.0000000E+000, 6.6764777E+001, 6.3609177E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.9105179E+004
 6.6962776E+001, 6.5604626E+002, 0.0000000E+000,-4.0900843E+002,-8.3434102E-002,-2.4324264E+002,-7.3275749E-002, 3.8318437E+000, 0.0000000E+000, 7.0718518E+000, 7.4703336E+000, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.9116343E+004
 6.7142433E+001, 7.3185876E+002, 0.0000000E+000,-4.2745226E+002,-8.5213791E-002,-2.4685515E+002,-7.4253010E-002, 2.0225329E+001, 0.0000000E+000, 7.1533596E+001, 7.7617209E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.9174428E+004
 6.7327423E+001, 7.4359536E+002, 0.0000000E+000,-4.3192968E+002,-8.3524113E-002,-2.4616020E+002,-7.4983124E-002, 2.6736034E+001, 0.0000000E+000, 9.5988127E+001, 9.2082999E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.9258622E+004
 6.7508682E+001, 6.7877992E+002, 0.0000000E+000,-4.1467883E+002,-8.2476880E-002,-2.4433967E+002,-7.4752623E-002, 1.1120419E+001, 0.0000000E+000, 3.1218558E+001, 3.0724620E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.9292881E+004
 6.7687477E+001, 7.1625098E+002, 0.0000000E+000,-4.2423795E+002,-8.3188500E-002,-2.4376829E+002,-7.5250851E-002, 1.7589663E+001, 0.0000000E+000, 6.3324493E+001, 6.5675974E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.9344481E+004
 6.7867905E+001, 6.6851860E+002, 0.0000000E+000,-4.2166645E+002,-8.1390506E-002,-2.4300250E+002,-7.4402711E-002, 3.6620510E+000, 0.0000000E+000, 1.1827885E+001, 7.3559053E+000, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.9357499E+004
 6.8046005E+001, 6.5262231E+002, 0.0000000E+000,-4.1989315E+002,-8.4847111E-002,-2.4347929E+002,-7.3459251E-002,-4.2719365E+000, 0.0000000E+000,-1.5100563E+001,-1.5180370E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.9345002E+004
 6.8228874E+001, 6.9869814E+002, 0.0000000E+000,-4.2912998E+002,-8.3808546E-002,-2.4553178E+002,-7.3918670E-002, 6.6220507E+000, 0.0000000E+000, 2.6306097E+001, 3.0500712E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.9363456E+004
 6.8400421E+001, 7.2145011E+002, 0.0000000E+000,-4.3419481E+002,-8.4925232E-002,-2.4746831E+002,-7.3757743E-002, 1.3880932E+001, 0.0000000E+000, 5.3624940E+001, 5.3509235E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.9403420E+004
 6.8590172E+001, 7.0902891E+002, 0.0000000E+000,-4.2928227E+002,-8.3324913E-002,-2.4755225E+002,-7.4247760E-002, 1.2806524E+001, 0.0000000E+000, 4.4599003E+001, 4.4843344E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.9443661E+004
 6.8761551E+001, 7.1494624E+002, 0.0000000E+000,-4.2258787E+002,-8.2115413E-002,-2.4714054E+002,-7.4647941E-002, 1.9468056E+001, 0.0000000E+000, 6.4099894E+001, 6.4529133E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.9499404E+004
 6.8940643E+001, 7.0763860E+002, 0.0000000E+000,-4.2515360E+002,-8.0670924E-002,-2.4727188E+002,-7.4596114E-002, 1.5229866E+001, 0.0000000E+000, 5.0517908E+001, 5.0287715E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.9545044E+004
 6.9122940E+001, 7.3973673E+002, 0.0000000E+000,-4.3532395E+002,-8.4068194E-002,-2.4770681E+002,-7.4174569E-002, 1.9732327E+001, 0.0000000E+000, 7.3603739E+001, 7.6280054E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.9604135E+004
 6.9308678E+001, 7.0885450E+002, 0.0000000E+000,-4.3432893E+002,-8.4300044E-002,-2.4871826E+002,-7.3944797E-002, 1.1875275E+001, 0.0000000E+000, 4.1976586E+001, 3.7524341E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.9642854E+004
 6.9484833E+001, 6.2116104E+002, 0.0000000E+000,-4.1642541E+002,-8.2147233E-002,-2.4909392E+002,-7.3591653E-002,-1.1737633E+001, 0.0000000E+000,-5.1646231E+001,-5.6251672E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.9610334E+004
 6.9661972E+001, 6.1804024E+002, 0.0000000E+000,-4.2290075E+002,-8.3806766E-002,-2.4892923E+002,-7.4011004E-002,-2.0418081E+001, 0.0000000E+000,-7.4903463E+001,-7.4365649E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.9550150E+004
 6.9843529E+001, 6.7323846E+002, 0.0000000E+000,-4.3703000E+002,-8.5553221E-002,-2.4901821E+002,-7.4426475E-002,-8.2869015E+000, 0.0000000E+000,-2.8076855E+001,-2.1256624E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.9522158E+004
 7.0027893E+001, 7.8325590E+002, 0.0000000E+000,-4.4413532E+002,-8.4556784E-002,-2.4892229E+002,-7.4053910E-002, 3.1065653E+001, 0.0000000E+000, 1.1393595E+002, 1.2110533E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.9614266E+004
 7.0207077E+001, 7.7429762E+002, 0.0000000E+000,-4.3496607E+002,-8.5891599E-002,-2.4924865E+002,-7.2528759E-002, 3.6678222E+001, 0.0000000E+000, 1.3236689E+002, 1.2660269E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.9726356E+004
 7.0389236E+001, 6.4145657E+002, 0.0000000E+000,-4.1537464E+002,-8.2776392E-002,-2.4982225E+002,-7.2746818E-002,-3.5055796E+000, 0.0000000E+000,-2.2173229E+001,-2.7401433E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.9718375E+004
 7.0561806E+001, 6.0339612E+002, 0.0000000E+000,-4.2020433E+002,-8.4101649E-002,-2.5088024E+002,-7.3060631E-002,-2.3678193E+001, 0.0000000E+000,-9.1058592E+001,-9.1523807E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.9650777E+004
 7.0743202E+001, 6.6360264E+002, 0.0000000E+000,-4.3753038E+002,-8.4500656E-002,-2.5391813E+002,-7.3700753E-002,-1.1533188E+001, 0.0000000E+000,-4.6981862E+001,-3.9537261E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.9612577E+004
 7.0924164E+001, 7.9989833E+002, 0.0000000E+000,-4.4935570E+002,-8.5418543E-002,-2.5386819E+002,-7.3294740E-002, 3.3986910E+001, 0.0000000E+000, 1.2208197E+002, 1.3050263E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.9711258E+004
 7.1104446E+001, 7.3262909E+002, 0.0000000E+000,-4.3309873E+002,-8.3576355E-002,-2.5112066E+002,-7.3007039E-002, 2.5868297E+001, 0.0000000E+000, 8.3542134E+001, 7.4121419E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.9792782E+004
 7.1286217E+001, 6.6462018E+002, 0.0000000E+000,-4.2141397E+002,-8.4283176E-002,-2.4933566E+002,-7.3518559E-002, 2.8420645E-001, 0.0000000E+000,-5.5919521E+000,-6.0030430E+000, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.9794403E+004
 7.1469414E+001, 6.8017251E+002, 0.0000000E+000,-4.3586381E+002,-8.4991961E-002,-2.4955661E+002,-7.3890570E-002,-3.1834443E+000, 0.0000000E+000,-8.8485557E+000,-8.5902289E+000, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.9784638E+004
 7.1643112E+001, 7.2012804E+002, 0.0000000E+000,-4.4016452E+002,-8.5772821E-002,-2.4956292E+002,-7.3554803E-002, 9.1835915E+000, 0.0000000E+000, 3.4376727E+001, 3.9424859E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.9809180E+004
 7.1828400E+001, 7.3696860E+002, 0.0000000E+000,-4.4156166E+002,-8.5438958E-002,-2.5081882E+002,-7.3657020E-002, 1.7872044E+001, 0.0000000E+000, 6.5827649E+001, 6.2301066E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.9865603E+004
 7.2004875E+001, 6.6231887E+002, 0.0000000E+000,-4.2832543E+002,-8.5404674E-002,-2.5219297E+002,-7.3185641E-002,-4.8394134E+000, 0.0000000E+000,-2.0990899E+001,-2.3197543E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.9852717E+004
 7.2184845E+001, 6.8594855E+002, 0.0000000E+000,-4.4304104E+002,-8.4443912E-002,-2.5322495E+002,-7.3033762E-002,-5.2492695E+000, 0.0000000E+000,-1.8113080E+001,-1.5724189E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.9835911E+004
 7.2371605E+001, 7.3547666E+002, 0.0000000E+000,-4.4724708E+002,-8.5526763E-002,-2.5423692E+002,-7.3566661E-002, 1.3558070E+001, 0.0000000E+000, 4.5606102E+001, 4.7391631E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.9877165E+004
 7.2545914E+001, 6.9392645E+002, 0.0000000E+000,-4.3486403E+002,-8.4746021E-002,-2.5485237E+002,-7.3314546E-002, 6.2369357E+000, 0.0000000E+000, 1.2472335E+001, 1.0288920E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.9896210E+004
 7.2720215E+001, 6.8180740E+002, 0.0000000E+000,-4.2963954E+002,-8.3207268E-002,-2.5502762E+002,-7.4083939E-002, 2.7453784E+000, 0.0000000E+000,-3.1580050E+000,-2.7166842E-001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.9903234E+004
 7.2901459E+001, 7.6876888E+002, 0.0000000E+000,-4.5027509E+002,-8.4348973E-002,-2.5422730E+002,-7.4546273E-002, 2.1310921E+001, 0.0000000E+000, 8.1281626E+001, 8.5418519E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.9966291E+004
 7.3089645E+001, 7.5448756E+002, 0.0000000E+000,-4.5069255E+002,-8.3937129E-002,-2.5358703E+002,-7.3926971E-002, 1.9847529E+001, 0.0000000E+000, 7.3764253E+001, 6.9897645E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0003005E+005
 7.3261925E+001, 6.7044647E+002, 0.0000000E+000,-4.2767597E+002,-8.3440959E-002,-2.5151095E+002,-7.3391647E-002, 8.1892262E-001, 0.0000000E+000,-5.1601534E+000,-8.0783628E+000, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0003378E+005
 7.3440903E+001, 6.3957528E+002, 0.0000000E+000,-4.3117076E+002,-8.4761392E-002,-2.5138688E+002,-7.3549983E-002,-1.2517059E+001, 0.0000000E+000,-5.5705380E+001,-5.5657731E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.9996692E+004
 7.3624092E+001, 6.9124327E+002, 0.0000000E+000,-4.4269508E+002,-8.6901602E-002,-2.5245333E+002,-7.4054823E-002,-1.1151429E+000, 0.0000000E+000,-8.7459812E+000,-5.1812423E+000, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 9.9991864E+004
 7.3809387E+001, 7.0778421E+002, 0.0000000E+000,-4.4122397E+002,-8.3054783E-002,-2.5181188E+002,-7.3829478E-002, 7.2618350E+000, 0.0000000E+000, 2.0088486E+001, 2.1853308E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0001352E+005
 7.3980782E+001, 6.9313570E+002, 0.0000000E+000,-4.3785539E+002,-8.2727715E-002,-2.5099665E+002,-7.3762499E-002, 3.4562038E+000, 0.0000000E+000, 1.1510118E+001, 7.5833780E+000, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0002522E+005
 7.4161629E+001, 6.6501443E+002, 0.0000000E+000,-4.3408472E+002,-8.5044902E-002,-2.5207923E+002,-7.3585622E-002,-7.1782727E+000, 0.0000000E+000,-3.0629350E+001,-2.8486436E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0000283E+005
 7.4347664E+001, 7.1864325E+002, 0.0000000E+000,-4.3995178E+002,-8.3490553E-002,-2.5257650E+002,-7.3888537E-002, 9.4320287E+000, 0.0000000E+000, 3.2092946E+001, 3.5389617E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0003081E+005
 7.4523514E+001, 7.4360191E+002, 0.0000000E+000,-4.4595135E+002,-8.3324453E-002,-2.5265980E+002,-7.4483486E-002, 1.6949744E+001, 0.0000000E+000, 6.1332051E+001, 6.1782697E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0008033E+005
 7.4703133E+001, 7.2802776E+002, 0.0000000E+000,-4.4061171E+002,-8.5232337E-002,-2.5333122E+002,-7.4642422E-002, 1.4506992E+001, 0.0000000E+000, 5.0756292E+001, 4.8431947E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0012477E+005
 7.4883865E+001, 6.9094483E+002, 0.0000000E+000,-4.3791471E+002,-8.5165546E-002,-2.5494635E+002,-7.4033878E-002, 6.0385754E-001, 0.0000000E+000,-1.7073934E-001,-1.4715663E+000, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0012731E+005
 7.5063889E+001, 6.8036356E+002, 0.0000000E+000,-4.3941823E+002,-8.2788727E-002,-2.5596921E+002,-7.4102306E-002,-1.6759738E+000, 0.0000000E+000,-1.6427684E+001,-1.6856753E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0012220E+005
 7.5247604E+001, 7.2107236E+002, 0.0000000E+000,-4.4301425E+002,-8.2009872E-002,-2.5483286E+002,-7.4119208E-002, 9.8785173E+000, 0.0000000E+000, 2.9429982E+001, 3.2947635E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0015092E+005
 7.5422134E+001, 7.1743488E+002, 0.0000000E+000,-4.3901058E+002,-8.3658546E-002,-2.5405908E+002,-7.3880890E-002, 1.2610362E+001, 0.0000000E+000, 3.9594802E+001, 3.6818035E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0018889E+005
 7.5611877E+001, 6.5928618E+002, 0.0000000E+000,-4.2839383E+002,-8.3427564E-002,-2.5414948E+002,-7.3561185E-002,-3.5779114E+000, 0.0000000E+000,-2.5762139E+001,-2.6992025E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0017815E+005
 7.5783340E+001, 6.8451588E+002, 0.0000000E+000,-4.3080609E+002,-8.4317570E-002,-2.5341661E+002,-7.3858059E-002, 1.5964408E+000, 0.0000000E+000,-1.3999456E+000, 1.7314478E+000, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0018170E+005
 7.5966110E+001, 7.0291706E+002, 0.0000000E+000,-4.3802237E+002,-8.3169319E-002,-2.5196987E+002,-7.3532828E-002, 6.1634500E+000, 0.0000000E+000, 1.9712623E+001, 1.8931573E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0020058E+005
 7.6145874E+001, 6.8462738E+002, 0.0000000E+000,-4.3155313E+002,-8.5143384E-002,-2.5189290E+002,-7.2596859E-002, 2.3189729E+000, 0.0000000E+000, 2.4879115E+000, 3.3425840E+000, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0020759E+005
 7.6325432E+001, 7.5550770E+002, 0.0000000E+000,-4.3967487E+002,-8.4036841E-002,-2.5101820E+002,-7.3756308E-002, 2.3237401E+001, 0.0000000E+000, 8.0536771E+001, 8.7894229E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0027396E+005
 7.6508713E+001, 7.1942547E+002, 0.0000000E+000,-4.3354125E+002,-8.4491324E-002,-2.4891568E+002,-7.3296354E-002, 1.8431131E+001, 0.0000000E+000, 6.3264685E+001, 5.5241878E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0033403E+005
 7.6685867E+001, 6.2361683E+002, 0.0000000E+000,-4.2058320E+002,-8.2981689E-002,-2.4770842E+002,-7.3054278E-002,-1.4283749E+001, 0.0000000E+000,-5.8439229E+001,-5.9114577E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0029256E+005
 7.6863335E+001, 6.9904670E+002, 0.0000000E+000,-4.3601672E+002,-8.4256519E-002,-2.4851567E+002,-7.3458266E-002, 2.7743305E+000, 0.0000000E+000, 9.5978085E+000, 1.7130930E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0029747E+005
 7.7040955E+001, 7.6618179E+002, 0.0000000E+000,-4.4251038E+002,-8.9071795E-002,-2.4898715E+002,-7.2476271E-002, 2.8699416E+001, 0.0000000E+000, 1.0303999E+002, 1.0322213E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0038261E+005
 7.7228874E+001, 6.8193042E+002, 0.0000000E+000,-4.2817597E+002,-8.4653509E-002,-2.4895148E+002,-7.2336561E-002, 6.1543336E+000, 0.0000000E+000, 1.4152826E+001, 1.0800315E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0040354E+005
 7.7404053E+001, 6.8487420E+002, 0.0000000E+000,-4.2580245E+002,-8.3229115E-002,-2.4828977E+002,-7.3249847E-002, 6.0500856E+000, 0.0000000E+000, 1.4804531E+001, 1.6675590E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0042046E+005
 7.7581810E+001, 6.7636061E+002, 0.0000000E+000,-4.2777923E+002,-8.3317991E-002,-2.4758417E+002,-7.3327510E-002, 2.7883203E+000, 0.0000000E+000, 6.1336273E+000, 3.6288950E+000, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0042985E+005
 7.7768631E+001, 6.7392767E+002, 0.0000000E+000,-4.3081208E+002,-8.3490949E-002,-2.4752751E+002,-7.3309294E-002,-2.4806352E+000, 0.0000000E+000,-8.0986296E+000,-7.0493545E+000, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0042173E+005
 7.7943001E+001, 7.1676228E+002, 0.0000000E+000,-4.3793158E+002,-8.5014454E-002,-2.4785359E+002,-7.3297579E-002, 9.6514053E+000, 0.0000000E+000, 3.6230707E+001, 4.0470201E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0044821E+005
 7.8125679E+001, 7.1018181E+002, 0.0000000E+000,-4.3589409E+002,-8.5826219E-002,-2.4804368E+002,-7.2965780E-002, 1.2167876E+001, 0.0000000E+000, 4.2851506E+001, 3.8253131E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0048703E+005
 7.8308350E+001, 6.4690236E+002, 0.0000000E+000,-4.1733319E+002,-8.6914123E-002,-2.4795554E+002,-7.2703741E-002,-3.3276565E+000, 0.0000000E+000,-2.2231978E+001,-2.1873642E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0047703E+005
 7.8491028E+001, 7.0111735E+002, 0.0000000E+000,-4.3296998E+002,-8.6762511E-002,-2.4974266E+002,-7.2949167E-002, 4.9026864E+000, 0.0000000E+000, 2.0689610E+001, 2.3147681E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0049103E+005
 7.8662277E+001, 7.1673848E+002, 0.0000000E+000,-4.3958284E+002,-8.3795654E-002,-2.5158348E+002,-7.3198012E-002, 9.9499267E+000, 0.0000000E+000, 3.3437607E+001, 3.5365087E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0051869E+005
