Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,CHEM,Total T_USED (s)
    0, 1.307E+00, 1.543E+02, 6.917E+01, 1.523E+02, 4.161E+01, 2.108E+01, 2.241E+01, 1.308E-02, 7.196E+01, 4.495E+01, 2.811E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.819E+02
