s,C,mol/mol,mol/mol
Time,"TEMP_KITCHEN","O2_KITCHEN","CO_KITCHEN"
 6.1564228E+001, 2.8937804E+002, 1.6460280E-001, 5.6281654E-004
 6.1741548E+001, 2.5151516E+002, 1.6648212E-001, 5.3820181E-004
 6.1923522E+001, 2.7393321E+002, 1.6437048E-001, 5.6586861E-004
 6.2109452E+001, 2.6616297E+002, 1.6441863E-001, 5.6523223E-004
 6.2284696E+001, 2.6469824E+002, 1.6373035E-001, 5.7424991E-004
 6.2466680E+001, 2.8570110E+002, 1.6127834E-001, 6.0631904E-004
 6.2641729E+001, 3.6520127E+002, 1.5334816E-001, 7.1016355E-004
 6.2825200E+001, 3.8229331E+002, 1.5204118E-001, 7.2717549E-004
 6.3004595E+001, 6.0887618E+002, 1.2944038E-001, 1.0230375E-003
 6.3188474E+001, 3.8168198E+002, 1.5517428E-001, 6.8632605E-004
 6.3361141E+001, 3.0350751E+002, 1.6164875E-001, 6.0152814E-004
 6.3541208E+001, 5.3805909E+002, 1.3669332E-001, 9.2787270E-004
 6.3721007E+001, 5.1630125E+002, 1.3632851E-001, 9.3085554E-004
 6.3908733E+001, 4.8636145E+002, 1.4122550E-001, 8.6837481E-004
 6.4082787E+001, 5.6714222E+002, 1.3667856E-001, 9.2779289E-004
 6.4270481E+001, 8.3697418E+002, 9.9227163E-002, 1.4071999E-003
 6.4448052E+001, 8.8275873E+002, 9.7136230E-002, 1.4414010E-003
 6.4627409E+001, 8.3025147E+002, 1.0323883E-001, 1.3631362E-003
 6.4806513E+001, 4.1082166E+002, 1.4976186E-001, 7.5698892E-004
 6.4988055E+001, 5.0598961E+002, 1.3740376E-001, 9.1848402E-004
 6.5162369E+001, 9.6769205E+002, 8.2490585E-002, 1.6318907E-003
 6.5342146E+001, 7.6765694E+002, 1.0858346E-001, 1.2941602E-003
 6.5527052E+001, 5.1830253E+002, 1.3929848E-001, 8.9396880E-004
 6.5709112E+001, 5.1702339E+002, 1.3915284E-001, 8.9588122E-004
 6.5885065E+001, 6.0026150E+002, 1.2972286E-001, 1.0193379E-003
 6.6061017E+001, 7.7343768E+002, 1.0723367E-001, 1.3118384E-003
 6.6248713E+001, 5.5829321E+002, 1.3132821E-001, 9.9782338E-004
 6.6426712E+001, 4.8062547E+002, 1.3971202E-001, 8.8752220E-004
 6.6600939E+001, 9.1282518E+002, 8.8100767E-002, 1.5585617E-003
 6.6788944E+001, 6.1888119E+002, 1.2476950E-001, 1.0812396E-003
 6.6962778E+001, 3.4094967E+002, 1.5566502E-001, 6.7982678E-004
 6.7142431E+001, 3.0705694E+002, 1.5934404E-001, 6.3172203E-004
 6.7327424E+001, 3.0850103E+002, 1.5919242E-001, 6.3367893E-004
 6.7508679E+001, 6.1941910E+002, 1.2350184E-001, 1.0987486E-003
 6.7687477E+001, 4.2951327E+002, 1.4696107E-001, 7.9380932E-004
 6.7867904E+001, 4.5159198E+002, 1.4473457E-001, 8.2301272E-004
 6.8046007E+001, 5.4258829E+002, 1.3458012E-001, 9.5569012E-004
 6.8228873E+001, 4.3167806E+002, 1.4490872E-001, 8.2060639E-004
 6.8400422E+001, 4.5291755E+002, 1.4321603E-001, 8.4283268E-004
 6.8590171E+001, 4.7822283E+002, 1.4027398E-001, 8.8137322E-004
 6.8761553E+001, 4.3566654E+002, 1.4522588E-001, 8.1652245E-004
 6.8940640E+001, 4.9233534E+002, 1.4084980E-001, 8.7380345E-004
 6.9122942E+001, 5.4960061E+002, 1.3369163E-001, 9.6745648E-004
 6.9308675E+001, 5.4550916E+002, 1.3278609E-001, 9.7909763E-004
 6.9484835E+001, 4.4393823E+002, 1.4470455E-001, 8.2346509E-004
 6.9661969E+001, 3.2826006E+002, 1.5464763E-001, 6.9326022E-004
 6.9843532E+001, 3.0245281E+002, 1.5656478E-001, 6.6814230E-004
 7.0027894E+001, 2.9634531E+002, 1.5686927E-001, 6.6414586E-004
 7.0207076E+001, 3.4461665E+002, 1.5167233E-001, 7.3216699E-004
 7.0389236E+001, 4.3984399E+002, 1.4492669E-001, 8.2050141E-004
 7.0561809E+001, 4.8595164E+002, 1.4084038E-001, 8.7410485E-004
 7.0743202E+001, 3.7055730E+002, 1.4995163E-001, 7.5476602E-004
 7.0924162E+001, 5.1817263E+002, 1.3453725E-001, 9.5634019E-004
 7.1104445E+001, 3.8215628E+002, 1.4776670E-001, 7.8336786E-004
 7.1286217E+001, 3.0670821E+002, 1.5500751E-001, 6.8851460E-004
 7.1469413E+001, 4.2381159E+002, 1.4425970E-001, 8.2910132E-004
 7.1643115E+001, 5.0101240E+002, 1.3874094E-001, 9.0158141E-004
 7.1828397E+001, 3.2955982E+002, 1.5358769E-001, 7.0714231E-004
 7.2004875E+001, 3.1548713E+002, 1.5397810E-001, 7.0201997E-004
 7.2184842E+001, 2.8633465E+002, 1.5629113E-001, 6.7172786E-004
 7.2371602E+001, 2.8239872E+002, 1.5640733E-001, 6.7020517E-004
 7.2545910E+001, 2.8299013E+002, 1.5615616E-001, 6.7349475E-004
 7.2720218E+001, 3.4463770E+002, 1.5040411E-001, 7.4883926E-004
 7.2901455E+001, 4.1394861E+002, 1.4379443E-001, 8.3542545E-004
 7.3089646E+001, 3.4521925E+002, 1.4971864E-001, 7.5778123E-004
 7.3261924E+001, 3.1421719E+002, 1.5297554E-001, 7.1516126E-004
 7.3440902E+001, 5.6270070E+002, 1.2617610E-001, 1.0656036E-003
 7.3624091E+001, 4.6054006E+002, 1.3760329E-001, 9.1641875E-004
 7.3809386E+001, 3.5230189E+002, 1.4959807E-001, 7.5941263E-004
 7.3980783E+001, 3.9282444E+002, 1.4582462E-001, 8.0882529E-004
 7.4161631E+001, 4.2451015E+002, 1.4288021E-001, 8.4737159E-004
 7.4347666E+001, 3.2895712E+002, 1.5173526E-001, 7.3140019E-004
 7.4523516E+001, 6.4978484E+002, 1.1643606E-001, 1.1928057E-003
 7.4703131E+001, 4.4635805E+002, 1.3891958E-001, 8.9893791E-004
 7.4883862E+001, 4.6083970E+002, 1.3718530E-001, 9.2119727E-004
 7.5063886E+001, 7.2734378E+002, 1.0859018E-001, 1.2947631E-003
 7.5247605E+001, 4.0096303E+002, 1.4483666E-001, 8.2173758E-004
 7.5422137E+001, 5.6394277E+002, 1.2689493E-001, 1.0564448E-003
 7.5611877E+001, 7.4161013E+002, 1.0719440E-001, 1.3131182E-003
 7.5783343E+001, 5.2293725E+002, 1.3085274E-001, 1.0038315E-003
 7.5966114E+001, 7.6115105E+002, 1.0081921E-001, 1.3932726E-003
 7.6145871E+001, 6.4034639E+002, 1.1973420E-001, 1.1491104E-003
 7.6325430E+001, 6.3855337E+002, 1.2077892E-001, 1.1361820E-003
 7.6508711E+001, 4.7345773E+002, 1.3641084E-001, 9.3155521E-004
 7.6685864E+001, 3.1880317E+002, 1.5256697E-001, 7.2050103E-004
 7.6863333E+001, 3.5134023E+002, 1.4940764E-001, 7.6186703E-004
 7.7040958E+001, 4.4360599E+002, 1.3920618E-001, 8.9466097E-004
 7.7228874E+001, 4.5462440E+002, 1.3788257E-001, 9.1228246E-004
 7.7404050E+001, 2.9471482E+002, 1.5416208E-001, 6.9962168E-004
 7.7581810E+001, 3.0974177E+002, 1.5238457E-001, 7.2284053E-004
 7.7768635E+001, 4.3521594E+002, 1.4105733E-001, 8.7121868E-004
 7.7943004E+001, 3.4391427E+002, 1.4971285E-001, 7.5790250E-004
 7.8125678E+001, 4.4911823E+002, 1.3737588E-001, 9.1772913E-004
 7.8308351E+001, 5.6892176E+002, 1.2469981E-001, 1.0845879E-003
 7.8491024E+001, 3.0328646E+002, 1.5294187E-001, 7.1559919E-004
 7.8662280E+001, 2.6475390E+002, 1.5630805E-001, 6.7150450E-004
 7.8850662E+001, 3.2781417E+002, 1.4941588E-001, 7.6113336E-004
 7.9021009E+001, 6.2989936E+002, 1.1675959E-001, 1.1875496E-003
 7.9204857E+001, 4.0872784E+002, 1.4100041E-001, 8.7197397E-004
 7.9383271E+001, 9.6463398E+002, 7.0244866E-002, 1.7860611E-003
 7.9563667E+001, 1.0036753E+003, 6.5480940E-002, 1.8400543E-003
 7.9748961E+001, 1.0089426E+003, 6.7952767E-002, 1.8147754E-003
 7.9922945E+001, 9.5469761E+002, 7.4069054E-002, 1.7332795E-003
 8.0104092E+001, 7.2203519E+002, 1.0346765E-001, 1.3609164E-003
 8.0287594E+001, 5.9258814E+002, 1.1623469E-001, 1.1939850E-003
 8.0460964E+001, 1.2442725E+003, 1.4251041E-002, 2.4570814E-003
 8.0643740E+001, 7.8646433E+002, 9.6669205E-002, 1.4461436E-003
 8.0827532E+001, 5.2979941E+002, 1.2632077E-001, 1.0634353E-003
 8.1000662E+001, 5.2153446E+002, 1.2661234E-001, 1.0600275E-003
 8.1184962E+001, 4.0312776E+002, 1.3861873E-001, 9.0293720E-004
 8.1368033E+001, 5.2774501E+002, 1.2504645E-001, 1.0802415E-003
 8.1544150E+001, 5.6301158E+002, 1.2136632E-001, 1.1288500E-003
 8.1728939E+001, 5.8916842E+002, 1.1797380E-001, 1.1700174E-003
 8.1904502E+001, 7.9042193E+002, 9.6136946E-002, 1.4572083E-003
 8.2085610E+001, 7.4171393E+002, 1.0141391E-001, 1.3895067E-003
 8.2266533E+001, 7.9011673E+002, 9.1906817E-002, 1.5081794E-003
 8.2440516E+001, 4.1817782E+002, 1.3522601E-001, 9.4642985E-004
 8.2629639E+001, 3.8087973E+002, 1.3908457E-001, 8.9652896E-004
 8.2805823E+001, 5.8579014E+002, 1.1564292E-001, 1.2002554E-003
 8.2981010E+001, 7.4354401E+002, 9.8475458E-002, 1.4245051E-003
 8.3167771E+001, 7.8716220E+002, 9.3283036E-002, 1.4937480E-003
 8.3345851E+001, 3.6786327E+002, 1.4075150E-001, 8.7514141E-004
 8.3520431E+001, 3.3186428E+002, 1.4529745E-001, 8.1576586E-004
 8.3708198E+001, 5.0401818E+002, 1.2659313E-001, 1.0605714E-003
 8.3886017E+001, 5.4484835E+002, 1.2266780E-001, 1.1114029E-003
 8.4068821E+001, 3.7659396E+002, 1.3902037E-001, 8.9779314E-004
 8.4248176E+001, 2.9656363E+002, 1.4531719E-001, 8.1548587E-004
 8.4421552E+001, 2.8793764E+002, 1.4642646E-001, 8.0097490E-004
 8.4600210E+001, 2.9278056E+002, 1.4760150E-001, 7.8558262E-004
 8.4781059E+001, 3.3659286E+002, 1.4316601E-001, 8.4361543E-004
 8.4960349E+001, 4.3211630E+002, 1.3185900E-001, 9.9149784E-004
 8.5142073E+001, 3.7599730E+002, 1.3780498E-001, 9.1389479E-004
 8.5330168E+001, 3.3525100E+002, 1.4216055E-001, 8.5686932E-004
 8.5504538E+001, 3.0681482E+002, 1.4478834E-001, 8.2244094E-004
 8.5682720E+001, 4.0225186E+002, 1.3512933E-001, 9.4886176E-004
 8.5867341E+001, 3.5784630E+002, 1.3899572E-001, 8.9830747E-004
 8.6045622E+001, 2.9342379E+002, 1.4514004E-001, 8.1783339E-004
 8.6222789E+001, 2.8738149E+002, 1.4589431E-001, 8.0795154E-004
 8.6406124E+001, 2.8778838E+002, 1.4588925E-001, 8.0801681E-004
 8.6589510E+001, 2.8656055E+002, 1.4557726E-001, 8.1210549E-004
 8.6770738E+001, 2.8799880E+002, 1.4512912E-001, 8.1797750E-004
 8.6949917E+001, 2.8844415E+002, 1.4510973E-001, 8.1823161E-004
 8.7124316E+001, 2.8601537E+002, 1.4550701E-001, 8.1302621E-004
 8.7300425E+001, 2.8512792E+002, 1.4538435E-001, 8.1463043E-004
 8.7483881E+001, 2.8137627E+002, 1.4499318E-001, 8.1975546E-004
 8.7664405E+001, 2.7454880E+002, 1.4537089E-001, 8.1480957E-004
 8.7847176E+001, 2.7131499E+002, 1.4539069E-001, 8.1455035E-004
 8.8020429E+001, 2.7144287E+002, 1.4519224E-001, 8.1715046E-004
 8.8209462E+001, 2.7202099E+002, 1.4529859E-001, 8.1575711E-004
 8.8388487E+001, 2.7562008E+002, 1.4533231E-001, 8.1531322E-004
 8.8570084E+001, 2.8830027E+002, 1.4416886E-001, 8.3054996E-004
 8.8745101E+001, 2.8348516E+002, 1.4485719E-001, 8.2153858E-004
 8.8928506E+001, 3.0786315E+002, 1.4271182E-001, 8.4961596E-004
 8.9100367E+001, 3.8646057E+002, 1.3413273E-001, 9.6153037E-004
 8.9282976E+001, 3.2774958E+002, 1.4076831E-001, 8.7505004E-004
 8.9465585E+001, 2.7098341E+002, 1.4646742E-001, 8.0044145E-004
 8.9643897E+001, 2.6386700E+002, 1.4678597E-001, 7.9626239E-004
 8.9821988E+001, 4.6105633E+002, 1.2563587E-001, 1.0728538E-003
 9.0000883E+001, 4.0361242E+002, 1.3188348E-001, 9.9109227E-004
 9.0184671E+001, 2.7689460E+002, 1.4308873E-001, 8.4467012E-004
 9.0364522E+001, 2.5479056E+002, 1.4426768E-001, 8.2924643E-004
 9.0542185E+001, 3.0870316E+002, 1.3917252E-001, 8.9580648E-004
 9.0724584E+001, 7.6234814E+002, 9.1192155E-002, 1.5215924E-003
 9.0910580E+001, 8.0196479E+002, 8.7635735E-002, 1.5676846E-003
 9.1089688E+001, 8.8676371E+002, 7.3942441E-002, 1.7420526E-003
 9.1269633E+001, 3.7758091E+002, 1.3360646E-001, 9.6871733E-004
 9.1449179E+001, 3.2397064E+002, 1.3889926E-001, 8.9949375E-004
 9.1630624E+001, 7.5331649E+002, 8.8252612E-002, 1.5587693E-003
 9.1811233E+001, 7.9320483E+002, 8.3698389E-002, 1.6155424E-003
 9.1982448E+001, 4.7772958E+002, 1.2319110E-001, 1.1050030E-003
 9.2163421E+001, 5.7944650E+002, 1.1182610E-001, 1.2522546E-003
 9.2345286E+001, 6.6114822E+002, 1.0177221E-001, 1.3840172E-003
 9.2522384E+001, 6.3479307E+002, 1.0517650E-001, 1.3403257E-003
 9.2706772E+001, 7.4494978E+002, 8.9501645E-002, 1.5425922E-003
 9.2882811E+001, 1.0170544E+003, 5.2272315E-002, 2.0156051E-003
 9.3068128E+001, 5.5347347E+002, 1.1496494E-001, 1.2114990E-003
 9.3241454E+001, 6.5169532E+002, 1.0205217E-001, 1.3779306E-003
 9.3424917E+001, 9.6699139E+002, 6.0521034E-002, 1.9114833E-003
 9.3604624E+001, 1.0988844E+003, 3.9434122E-002, 2.1705664E-003
 9.3787734E+001, 1.1499331E+003, 3.4231941E-002, 2.2446838E-003
 9.3970979E+001, 1.1865626E+003, 2.9878779E-002, 2.2997124E-003
 9.4146347E+001, 8.7954911E+002, 7.5909125E-002, 1.7168786E-003
 9.4330484E+001, 1.0983586E+003, 3.9346200E-002, 2.1693842E-003
 9.4504284E+001, 7.3971289E+002, 9.0452113E-002, 1.5315835E-003
 9.4683024E+001, 8.2650605E+002, 7.6824423E-002, 1.7003276E-003
 9.4863441E+001, 8.0893318E+002, 7.7805419E-002, 1.6865550E-003
 9.5044985E+001, 8.2384375E+002, 7.5444898E-002, 1.7163363E-003
 9.5221117E+001, 1.0703502E+003, 4.3731196E-002, 2.1277981E-003
 9.5412133E+001, 1.0758774E+003, 4.6423908E-002, 2.0979050E-003
 9.5587313E+001, 1.1717568E+003, 3.4830953E-002, 2.2435249E-003
 9.5765534E+001, 9.9727976E+002, 6.0447642E-002, 1.9145894E-003
 9.5950686E+001, 7.0977252E+002, 9.4333570E-002, 1.4800825E-003
 9.6130393E+001, 4.8525748E+002, 1.1716244E-001, 1.1832042E-003
 9.6304590E+001, 8.9820386E+002, 5.5184611E-002, 1.9364360E-003
 9.6483178E+001, 7.8753251E+002, 7.9523665E-002, 1.6655979E-003
 9.6668923E+001, 6.0207569E+002, 1.0331098E-001, 1.3624326E-003
 9.6850197E+001, 4.9215619E+002, 1.1639345E-001, 1.1933456E-003
 9.7025715E+001, 5.1828825E+002, 1.1324348E-001, 1.2351152E-003
 9.7203001E+001, 4.0092856E+002, 1.2452188E-001, 1.0872617E-003
 9.7389841E+001, 1.0228856E+003, 5.0001170E-002, 2.0406195E-003
 9.7565004E+001, 9.6532275E+002, 6.2869128E-002, 1.8894440E-003
 9.7743830E+001, 8.6464119E+002, 7.7566533E-002, 1.6983285E-003
 9.7923071E+001, 8.8434890E+002, 7.3177614E-002, 1.7519279E-003
 9.8107084E+001, 1.0531829E+003, 3.8968198E-002, 2.1654976E-003
 9.8284381E+001, 7.4747918E+002, 8.4147058E-002, 1.6059590E-003
 9.8469536E+001, 4.3284867E+002, 1.2267792E-001, 1.1116686E-003
 9.8647754E+001, 3.6545153E+002, 1.2881663E-001, 1.0313838E-003
 9.8829908E+001, 4.5830775E+002, 1.1736931E-001, 1.1805496E-003
 9.9002005E+001, 5.6642484E+002, 1.0749520E-001, 1.3104073E-003
 9.9182367E+001, 5.6333917E+002, 1.0687551E-001, 1.3166135E-003
 9.9368229E+001, 3.2939222E+002, 1.3219663E-001, 9.8731587E-004
 9.9548504E+001, 2.8873059E+002, 1.3674566E-001, 9.2781622E-004
 9.9728325E+001, 2.9027621E+002, 1.3681223E-001, 9.2693025E-004
 9.9907240E+001, 4.9154884E+002, 1.1389399E-001, 1.2260309E-003
 1.0008268E+002, 4.9491807E+002, 1.1481641E-001, 1.2148731E-003
 1.0027027E+002, 3.2855023E+002, 1.3240726E-001, 9.8464740E-004
 1.0044043E+002, 3.0334480E+002, 1.3581726E-001, 9.3997802E-004
 1.0062893E+002, 3.3432228E+002, 1.3225580E-001, 9.8657549E-004
 1.0080431E+002, 2.9709926E+002, 1.3557535E-001, 9.4315046E-004
 1.0098495E+002, 3.0184425E+002, 1.3516280E-001, 9.4854768E-004
 1.0117031E+002, 4.4456463E+002, 1.2125839E-001, 1.1305591E-003
 1.0135045E+002, 3.2575719E+002, 1.3291315E-001, 9.7802053E-004
 1.0152609E+002, 2.9448757E+002, 1.3528327E-001, 9.4697974E-004
 1.0170966E+002, 2.9667139E+002, 1.3540243E-001, 9.4541739E-004
 1.0188461E+002, 3.7660439E+002, 1.2686632E-001, 1.0570325E-003
 1.0206175E+002, 3.4132262E+002, 1.2951109E-001, 1.0225407E-003
 1.0224457E+002, 3.0906257E+002, 1.3302748E-001, 9.7651416E-004
 1.0242571E+002, 3.9531684E+002, 1.2467674E-001, 1.0857802E-003
 1.0260370E+002, 3.8222604E+002, 1.2449429E-001, 1.0880933E-003
 1.0278170E+002, 3.2720018E+002, 1.2942187E-001, 1.0236750E-003
 1.0296734E+002, 2.8859092E+002, 1.3367082E-001, 9.6809786E-004
 1.0315015E+002, 2.8221024E+002, 1.3456469E-001, 9.5639077E-004
 1.0332553E+002, 4.6293894E+002, 1.1341998E-001, 1.2323319E-003
 1.0350081E+002, 4.4268734E+002, 1.1571898E-001, 1.2028722E-003
 1.0369160E+002, 2.9152987E+002, 1.3224161E-001, 9.8682667E-004
 1.0386353E+002, 3.8871679E+002, 1.2077716E-001, 1.1341445E-003
 1.0404102E+002, 8.0020783E+002, 7.1365448E-002, 1.7779164E-003
 1.0422960E+002, 5.2207955E+002, 1.0654013E-001, 1.3227175E-003
 1.0440931E+002, 5.1337638E+002, 1.0694334E-001, 1.3171542E-003
 1.0458741E+002, 7.8841249E+002, 7.5137753E-002, 1.7322865E-003
 1.0477057E+002, 4.0107810E+002, 1.2022380E-001, 1.1438841E-003
 1.0494942E+002, 6.0945681E+002, 9.4620081E-002, 1.4773825E-003
 1.0512601E+002, 8.7286527E+002, 6.0912928E-002, 1.9029724E-003
 1.0530121E+002, 4.8587487E+002, 1.0987016E-001, 1.2776603E-003
 1.0548794E+002, 6.2993237E+002, 9.3470628E-002, 1.4913650E-003
 1.0566188E+002, 8.9243779E+002, 6.2939507E-002, 1.8816848E-003
 1.0584613E+002, 9.9697922E+002, 4.8778264E-002, 2.0681798E-003
 1.0602392E+002, 6.1270412E+002, 9.5858867E-002, 1.4602496E-003
 1.0620171E+002, 9.3426613E+002, 4.8418419E-002, 2.0468114E-003
 1.0638825E+002, 1.0604763E+003, 4.0772694E-002, 2.1660093E-003
 1.0656311E+002, 8.5313209E+002, 6.9909084E-002, 1.7980001E-003
 1.0674771E+002, 1.0571146E+003, 3.3556115E-002, 2.2414844E-003
 1.0692711E+002, 1.0400734E+003, 4.3142381E-002, 2.1336329E-003
 1.0710252E+002, 9.0581921E+002, 6.2023051E-002, 1.8993052E-003
 1.0728889E+002, 9.4863048E+002, 5.3334528E-002, 1.9979146E-003
 1.0746430E+002, 1.1834043E+003, 8.7256898E-003, 2.5249625E-003
 1.0765068E+002, 8.6293066E+002, 6.8629910E-002, 1.8124806E-003
 1.0782719E+002, 9.3967267E+002, 5.7900019E-002, 1.9505517E-003
 1.0800173E+002, 9.4730142E+002, 5.4542317E-002, 1.9965563E-003
 1.0818280E+002, 7.6643966E+002, 7.8278742E-002, 1.6896209E-003
 1.0836205E+002, 5.7568201E+002, 1.0158640E-001, 1.3873337E-003
 1.0855061E+002, 7.7550525E+002, 7.5865809E-002, 1.7220657E-003
 1.0872729E+002, 5.4469499E+002, 1.0315369E-001, 1.3674330E-003
 1.0891072E+002, 7.9467488E+002, 7.4840283E-002, 1.7361889E-003
 1.0909053E+002, 9.2025347E+002, 4.9046353E-002, 2.0254619E-003
 1.0926775E+002, 1.1262170E+003, 1.8664655E-002, 2.3929566E-003
 1.0944159E+002, 8.7689975E+002, 6.4978672E-002, 1.8542363E-003
 1.0963008E+002, 5.8017692E+002, 1.0132027E-001, 1.3907715E-003
 1.0981062E+002, 9.2203137E+002, 5.8714732E-002, 1.9450425E-003
 1.0998321E+002, 9.6674928E+002, 4.9764848E-002, 2.0562165E-003
 1.1016056E+002, 1.0733605E+003, 3.1615567E-002, 2.2885660E-003
 1.1034144E+002, 1.0767347E+003, 3.0273113E-002, 2.2893480E-003
 1.1052175E+002, 9.1005620E+002, 5.7964593E-002, 1.9496858E-003
 1.1070808E+002, 9.1729742E+002, 5.8194964E-002, 1.9490369E-003
 1.1088187E+002, 5.1696441E+002, 1.0568915E-001, 1.3334096E-003
 1.1107053E+002, 5.0928844E+002, 1.0668558E-001, 1.3206399E-003
 1.1124912E+002, 4.5848164E+002, 1.1192257E-001, 1.2527768E-003
 1.1143173E+002, 4.9066874E+002, 1.0668777E-001, 1.3210689E-003
 1.1160251E+002, 6.6036261E+002, 8.7160342E-002, 1.5760970E-003
 1.1178417E+002, 3.5524627E+002, 1.2035050E-001, 1.1424931E-003
 1.1196264E+002, 3.8124725E+002, 1.1759816E-001, 1.1786332E-003
 1.1214935E+002, 8.5559497E+002, 6.1076010E-002, 1.9099894E-003
 1.1232493E+002, 9.9982257E+002, 4.1428771E-002, 2.1531829E-003
 1.1250398E+002, 4.4859670E+002, 1.1056666E-001, 1.2706327E-003
 1.1268081E+002, 3.3213566E+002, 1.2209661E-001, 1.1197291E-003
 1.1286912E+002, 4.2015885E+002, 1.1372747E-001, 1.2293171E-003
 1.1304567E+002, 4.4587401E+002, 1.1143006E-001, 1.2594300E-003
 1.1322221E+002, 4.3340151E+002, 1.1351048E-001, 1.2321965E-003
 1.1341052E+002, 3.4011675E+002, 1.2264427E-001, 1.1125786E-003
 1.1359060E+002, 3.1647861E+002, 1.2469587E-001, 1.0856931E-003
 1.1376092E+002, 3.2650765E+002, 1.2371069E-001, 1.0986040E-003
 1.1394993E+002, 3.0880400E+002, 1.2518257E-001, 1.0793242E-003
 1.1412282E+002, 3.0505441E+002, 1.2551749E-001, 1.0749363E-003
 1.1430338E+002, 2.9727871E+002, 1.2606199E-001, 1.0678021E-003
 1.1449115E+002, 2.9256198E+002, 1.2607329E-001, 1.0676541E-003
 1.1466962E+002, 2.9254535E+002, 1.2556581E-001, 1.0743033E-003
 1.1484754E+002, 3.0004158E+002, 1.2433187E-001, 1.0904710E-003
 1.1502546E+002, 3.0532709E+002, 1.2363425E-001, 1.0996115E-003
 1.1520338E+002, 3.0480624E+002, 1.2369576E-001, 1.0988054E-003
 1.1538076E+002, 3.0198131E+002, 1.2398352E-001, 1.0950352E-003
 1.1556925E+002, 2.9879871E+002, 1.2400112E-001, 1.0948045E-003
 1.1574307E+002, 2.9682800E+002, 1.2362702E-001, 1.0997062E-003
 1.1592931E+002, 2.9544985E+002, 1.2309503E-001, 1.1066765E-003
 1.1610728E+002, 2.9511535E+002, 1.2285403E-001, 1.1098342E-003
 1.1629100E+002, 2.9511580E+002, 1.2285061E-001, 1.1098789E-003
 1.1647001E+002, 3.0453185E+002, 1.2262770E-001, 1.1127995E-003
 1.1664902E+002, 3.0194668E+002, 1.2281714E-001, 1.1103172E-003
 1.1682803E+002, 2.9074500E+002, 1.2362616E-001, 1.0997173E-003
 1.1700705E+002, 2.8808943E+002, 1.2388072E-001, 1.0963819E-003
 1.1718606E+002, 2.8718160E+002, 1.2388188E-001, 1.0963667E-003
 1.1737104E+002, 2.8168521E+002, 1.2404629E-001, 1.0942127E-003
 1.1754170E+002, 3.2663753E+002, 1.1969606E-001, 1.1511770E-003
 1.1772644E+002, 3.4791813E+002, 1.1759709E-001, 1.1786841E-003
 1.1790053E+002, 3.5906131E+002, 1.1623729E-001, 1.1964418E-003
 1.1808871E+002, 4.1220635E+002, 1.1041521E-001, 1.2726715E-003
 1.1826056E+002, 3.0642940E+002, 1.2100135E-001, 1.1340913E-003
 1.1844960E+002, 3.5083322E+002, 1.1646166E-001, 1.1935802E-003
 1.1862361E+002, 7.3650677E+002, 7.1153140E-002, 1.7813148E-003
 1.1880323E+002, 5.8893189E+002, 8.9577682E-002, 1.5445569E-003
 1.1898901E+002, 5.3344836E+002, 9.8311758E-002, 1.4309373E-003
 1.1916348E+002, 5.1516585E+002, 9.8483660E-002, 1.4286413E-003
 1.1934121E+002, 6.0598697E+002, 8.9364659E-002, 1.5464635E-003
 1.1952759E+002, 4.3424374E+002, 1.0829100E-001, 1.3001940E-003
 1.1970741E+002, 8.0392623E+002, 6.4319363E-002, 1.8704844E-003
 1.1988435E+002, 7.3066021E+002, 7.4597567E-002, 1.7391614E-003
 1.2006296E+002, 6.5681904E+002, 7.9493071E-002, 1.6652446E-003
 1.2024300E+002, 8.0072277E+002, 6.4176185E-002, 1.8662703E-003
 1.2043097E+002, 7.3465574E+002, 7.4618991E-002, 1.7377320E-003
 1.2060109E+002, 6.5415629E+002, 8.2506218E-002, 1.6365463E-003
 1.2078759E+002, 4.3545515E+002, 1.0654828E-001, 1.3231182E-003
 1.2096647E+002, 5.6215002E+002, 9.3231071E-002, 1.4974086E-003
 1.2114555E+002, 3.5099179E+002, 1.1585105E-001, 1.2014724E-003
 1.2132772E+002, 3.8142493E+002, 1.1299502E-001, 1.2387181E-003
 1.2150778E+002, 6.0431475E+002, 8.9708261E-002, 1.5437003E-003
 1.2168095E+002, 4.5916692E+002, 1.0392460E-001, 1.3575603E-003
 1.2187013E+002, 3.3288833E+002, 1.1603102E-001, 1.1991816E-003
 1.2204235E+002, 2.8352364E+002, 1.2057189E-001, 1.1397261E-003
 1.2223123E+002, 4.4851915E+002, 1.0419652E-001, 1.3538519E-003
 1.2240549E+002, 5.8634819E+002, 8.8854141E-002, 1.5527084E-003
 1.2258271E+002, 4.1590333E+002, 1.0923809E-001, 1.2879799E-003
 1.2276738E+002, 2.9972001E+002, 1.1888054E-001, 1.1618892E-003
 1.2295322E+002, 4.7339426E+002, 1.0056628E-001, 1.4014432E-003
 1.2313107E+002, 4.2704951E+002, 1.0470409E-001, 1.3473934E-003
 1.2330722E+002, 3.2148839E+002, 1.1559838E-001, 1.2048698E-003
 1.2348336E+002, 2.9883926E+002, 1.1791198E-001, 1.1745836E-003
 1.2367208E+002, 3.0669466E+002, 1.1736449E-001, 1.1817531E-003
 1.2385325E+002, 3.3945328E+002, 1.1426759E-001, 1.2222873E-003
 1.2402348E+002, 5.0600061E+002, 9.5880417E-002, 1.4626508E-003
